,Family,Genus,Species,Subspecies
516,Erebidae / Arctiinae,Eucereon,hogei,
517,Erebidae / Arctiinae,Eucereon,latifascia,
518,Erebidae / Arctiinae,Eucereon,maia,
519,Erebidae / Arctiinae,Eucereon,mitigatum,
520,Erebidae / Arctiinae,Eucereon,myrtusa,
521,Erebidae / Arctiinae,Eucereon,obscura,
522,Erebidae / Arctiinae,Eucereon,patrona,
523,Erebidae / Arctiinae,Eucereon,phaeoprocta,
524,Erebidae / Arctiinae,Eucereon,pilatii,
525,Erebidae / Arctiinae,Eucereon,pittieri,
526,Erebidae / Arctiinae,Eucereon,pometina,
527,Erebidae / Arctiinae,Eucereon,pseudarchias,
528,Erebidae / Arctiinae,Eucereon,punctatum,
529,Erebidae / Arctiinae,Eucereon,rogersi,
530,Erebidae / Arctiinae,Eucereon,rosa,
531,Erebidae / Arctiinae,Eucereon,rosina,
532,Erebidae / Arctiinae,Eucereon,scyton,
533,Erebidae / Arctiinae,Eucereon,sethosi,
534,Erebidae / Arctiinae,Eucereon,setosum,
535,Erebidae / Arctiinae,Eucereon,striatum,
536,Erebidae / Arctiinae,Eucereon,tarona,
537,Erebidae / Arctiinae,Eucereon,tenellulum,
538,Erebidae / Arctiinae,Eucereon,tessellatum,
539,Erebidae / Arctiinae,Eucereon,tigrata,
540,Erebidae / Arctiinae,Eucereon,tripunctatum,
541,Erebidae / Arctiinae,Eucereon,varia,
542,Erebidae / Arctiinae,Eucereon,venosa,
543,Erebidae / Arctiinae,Eucereon,xanthoperas,
544,Erebidae / Arctiinae,Eucereon,zamorae,
545,Erebidae / Arctiinae,Eucereon,zephyrum,
546,Erebidae / Arctiinae,Euchaetes,antica,
547,Erebidae / Arctiinae,Euchaetes,elegans,
548,Erebidae / Arctiinae,Euchaetes,expressa,
549,Erebidae / Arctiinae,Euchaetes,mitis,
550,Erebidae / Arctiinae,Eurylomia,ochreata,
551,Erebidae / Arctiinae,Gloora,alba,
552,Erebidae / Arctiinae,Gymnelia,beatrix,
553,Erebidae / Arctiinae,Gymnelia,colona,
554,Erebidae / Arctiinae,Gymnelia,frutera,
555,Erebidae / Arctiinae,Gymnelia,guapila,
556,Erebidae / Arctiinae,Gymnelia,nobilis,
557,Erebidae / Arctiinae,Gymnelia,salvini,
558,Erebidae / Arctiinae,Heliura,baleris,
559,Erebidae / Arctiinae,Heliura,balium,
560,Erebidae / Arctiinae,Heliura,banoca,
561,Erebidae / Arctiinae,Heliura,rhodophila,
562,Erebidae / Arctiinae,Heliura,tetragramma,
563,Erebidae / Arctiinae,Heliura,thysbodes,
564,Erebidae / Arctiinae,Histioea,meldolae,
565,Erebidae / Arctiinae,Holophaea,cardinalis,
566,Erebidae / Arctiinae,Holophaea,gentilicia,
567,Erebidae / Arctiinae,Holophaea,lycone,
568,Erebidae / Arctiinae,Holophaea,ruatana,
569,Erebidae / Arctiinae,Homoeocera,crassa,
570,Erebidae / Arctiinae,Homoeocera,gigantea,
571,Erebidae / Arctiinae,Homoeocera,muertensis,
572,Erebidae / Arctiinae,Homoeocera,rodriguezi,
573,Erebidae / Arctiinae,Homoeocera,strictosoma,
574,Erebidae / Arctiinae,Horama,oedippus,
575,Erebidae / Arctiinae,Horama,plumipes,
576,Erebidae / Arctiinae,Hyaleucerea,gigantea,
577,Erebidae / Arctiinae,Hyaleucerea,morosa,
578,Erebidae / Arctiinae,Hyaleucerea,panacea,
579,Erebidae / Arctiinae,Hyaleucerea,sororia,
580,Erebidae / Arctiinae,Hyda,basilutea,
581,Erebidae / Arctiinae,Hypocharis,clusia,
582,Erebidae / Arctiinae,Isanthrene,cazador,
583,Erebidae / Arctiinae,Isanthrene,championi,
584,Erebidae / Arctiinae,Isanthrene,crabroniformis,
585,Erebidae / Arctiinae,Isanthrene,echemon,
586,Erebidae / Arctiinae,Isanthrene,felderi,
587,Erebidae / Arctiinae,Isanthrene,monticola,
588,Erebidae / Arctiinae,Ixylasia,schausi,
589,Erebidae / Arctiinae,Leucopleura,ciarana,
590,Erebidae / Arctiinae,Leucopleura,cucadma,
591,Erebidae / Arctiinae,Leucotmemis,nexa,
592,Erebidae / Arctiinae,Loxophlebia,davisi,
593,Erebidae / Arctiinae,Loxophlebia,egregia,
594,Erebidae / Arctiinae,Loxophlebia,flavipicta,
595,Erebidae / Arctiinae,Loxophlebia,geminata,
596,Erebidae / Arctiinae,Loxophlebia,imitata,
597,Erebidae / Arctiinae,Loxophlebia,masa,
598,Erebidae / Arctiinae,Loxophlebia,peralta,
599,Erebidae / Arctiinae,Macrocneme,adonis,
600,Erebidae / Arctiinae,Macrocneme,cabimensis,
601,Erebidae / Arctiinae,Macrocneme,caerulescens,
602,Erebidae / Arctiinae,Macrocneme,iole,
603,Erebidae / Arctiinae,Macrocneme,lades,
604,Erebidae / Arctiinae,Macrocneme,leucostigma,
605,Erebidae / Arctiinae,Macrocneme,thyridia,
606,Erebidae / Arctiinae,Mesothen,dorsimacula,
607,Erebidae / Arctiinae,Mesothen,ethela,
608,Erebidae / Arctiinae,Mesothen,montana,
609,Erebidae / Arctiinae,Mesothen,pyrrha,
610,Erebidae / Arctiinae,Mesothen,temperata,
611,Erebidae / Arctiinae,Metacrocea,postflava,
612,Erebidae / Arctiinae,Metastatia,pyrrhorhoea,
613,Erebidae / Arctiinae,Metaxanthia,atribasis,
614,Erebidae / Arctiinae,Metaxanthia,vespiformis,
615,Erebidae / Arctiinae,Mydromera,notochloris,
616,Erebidae / Arctiinae,Myrmecopsis,polistes,
617,Erebidae / Arctiinae,Myrmecopsis,strigosa,
618,Erebidae / Arctiinae,Nelphe,confinis,
619,Erebidae / Arctiinae,Nelphe,relegatum,
620,Erebidae / Arctiinae,Nyridela,xanthocera,
621,Erebidae / Arctiinae,Phaenarete,diana,
622,Erebidae / Arctiinae,Pheia,albisigna,
623,Erebidae / Arctiinae,Pheia,drucei,
624,Erebidae / Arctiinae,Pheia,lateralis,
625,Erebidae / Arctiinae,Pheia,utica,
626,Erebidae / Arctiinae,Phoenicoprocta,insperata,
627,Erebidae / Arctiinae,Phoenicoprocta,lydia,
628,Erebidae / Arctiinae,Phoenicoprocta,paucipuncta,
629,Erebidae / Arctiinae,Phoenicoprocta,sanguinea,
630,Erebidae / Arctiinae,Poliopastea,auripes,
631,Erebidae / Arctiinae,Poliopastea,clavipes,
632,Erebidae / Arctiinae,Poliopastea,cyllarus,
633,Erebidae / Arctiinae,Poliopastea,evelina,
634,Erebidae / Arctiinae,Poliopastea,laciades,
635,Erebidae / Arctiinae,Poliopastea,lamprosoma,
636,Erebidae / Arctiinae,Poliopastea,nigritarsia,
637,Erebidae / Arctiinae,Pompiliodes,albomarginata,
638,Erebidae / Arctiinae,Pompiliodes,aliena,
639,Erebidae / Arctiinae,Pompiliodes,postica,
640,Erebidae / Arctiinae,Pompilopsis,tarsalis,
641,Erebidae / Arctiinae,Pseudohyaleucerea,vulnerata,
642,Erebidae / Arctiinae,Pseudomya,melanthoides,
643,Erebidae / Arctiinae,Pseudosphex,ichneumonea,
644,Erebidae / Arctiinae,Pseudosphex,laticincta,
645,Erebidae / Arctiinae,Pseudosphex,leovazquezae,
646,Erebidae / Arctiinae,Pseudosphex,mellita,
647,Erebidae / Arctiinae,Pseudosphex,moza,
648,Erebidae / Arctiinae,Pseudosphex,sodalis,
649,Erebidae / Arctiinae,Psilopleura,dolens,
650,Erebidae / Arctiinae,Psilopleura,vittata,
651,Erebidae / Arctiinae,Psoloptera,basifulva,
652,Erebidae / Arctiinae,Psoloptera,thoracica,
653,Erebidae / Arctiinae,Rhynchopyga,flavicollis,
654,Erebidae / Arctiinae,Rhynchopyga,subflamma,
655,Erebidae / Arctiinae,Sarosa,mora,
656,Erebidae / Arctiinae,Saurita,anselma,
657,Erebidae / Arctiinae,Saurita,concisa,
658,Erebidae / Arctiinae,Saurita,costaricae,
659,Erebidae / Arctiinae,Saurita,cryptoleuca,
660,Erebidae / Arctiinae,Saurita,diffusa,
661,Erebidae / Arctiinae,Saurita,fumosa,
662,Erebidae / Arctiinae,Saurita,latens,
663,Erebidae / Arctiinae,Saurita,phoenicosticta,
664,Erebidae / Arctiinae,Saurita,rubripuncta,
665,Erebidae / Arctiinae,Saurita,sanguinea,
666,Erebidae / Arctiinae,Saurita,stryma,
667,Erebidae / Arctiinae,Saurita,submacula,
668,Erebidae / Arctiinae,Saurita,temenus,
669,Erebidae / Arctiinae,Saurita,tipulina,
670,Erebidae / Arctiinae,Sauritinia,dubiosa,
671,Erebidae / Arctiinae,Scelilasia,erythrozonata,
672,Erebidae / Arctiinae,Scena,potentia,
673,Erebidae / Arctiinae,Sciopsyche,tropica,
674,Erebidae / Arctiinae,Sphecosoma,cognata,
675,Erebidae / Arctiinae,Sphecosoma,deceptrix,
676,Erebidae / Arctiinae,Syntomeida,melanthus,
677,Erebidae / Arctiinae,Syntomeida,syntomoides,
678,Erebidae / Arctiinae,Syntrichura,reba,
679,Erebidae / Arctiinae,Theages,decorum,
680,Erebidae / Arctiinae,Theages,flavicaput,
681,Erebidae / Arctiinae,Theages,xanthura,
682,Erebidae / Arctiinae,Thysanoprymna,haemorrhoides,
683,Erebidae / Arctiinae,Thysanoprymna,hampsoni,
684,Erebidae / Arctiinae,Thysanoprymna,morio,
685,Erebidae / Arctiinae,Thysanoprymna,superba,
686,Erebidae / Arctiinae,Trichura,cerberus,
687,Erebidae / Arctiinae,Trichura,druryi,
688,Erebidae / Arctiinae,Trichura,esmeralda,
689,Erebidae / Arctiinae,Trichura,latifascia,
690,Erebidae / Arctiinae,Uranophora,albiplaga,
691,Erebidae / Arctiinae,Uranophora,cortes,
692,Erebidae / Arctiinae,Uranophora,felderi,
693,Erebidae / Arctiinae,Uranophora,flaviceps,
694,Erebidae / Arctiinae,Uranophora,lelex,
695,Erebidae / Arctiinae,Uranophora,leucotela,
696,Erebidae / Arctiinae,Uranophora,walkeri,
697,Erebidae / Arctiinae,Abrochocis,esperanza,
698,Erebidae / Arctiinae,Agylla,abrosa,
699,Erebidae / Arctiinae,Agylla,albivenis,
700,Erebidae / Arctiinae,Agylla,argentifera,
701,Erebidae / Arctiinae,Agylla,asra,
702,Erebidae / Arctiinae,Agylla,erigone,
703,Erebidae / Arctiinae,Agylla,exscissa,
704,Erebidae / Arctiinae,Agylla,hampsoni,
705,Erebidae / Arctiinae,Agylla,marginata,
706,Erebidae / Arctiinae,Agylla,nivea,
707,Erebidae / Arctiinae,Agylla,poasia,
708,Erebidae / Arctiinae,Agylla,subcinerea,
709,Erebidae / Arctiinae,Agylla,submacula,
710,Erebidae / Arctiinae,Agylla,subochracea,
711,Erebidae / Arctiinae,Agylla,zucarina,
712,Erebidae / Arctiinae,Anaulosia,impolita,
713,Erebidae / Arctiinae,Antona,subluna,
714,Erebidae / Arctiinae,Apistosia,judas,
715,Erebidae / Arctiinae,Aptilosia,crocea,
716,Erebidae / Arctiinae,Areva,albogrisea,
717,Erebidae / Arctiinae,Areva,trigemmis,
718,Erebidae / Arctiinae,Balbura,dorsisigna,
719,Erebidae / Arctiinae,Balbura,fasciata,
720,Erebidae / Arctiinae,Balbura,intervenata,
721,Erebidae / Arctiinae,Chrysochlorosia,magnifica,
722,Erebidae / Arctiinae,Cisthene,citrina,
723,Erebidae / Arctiinae,Cisthene,polyzona,
724,Erebidae / Arctiinae,Clemensia,albata,
725,Erebidae / Arctiinae,Clemensia,brunneomedia,
726,Erebidae / Arctiinae,Clemensia,centralis,
727,Erebidae / Arctiinae,Clemensia,cernitis,
728,Erebidae / Arctiinae,Clemensia,chala,
729,Erebidae / Arctiinae,Clemensia,cincinnata,
730,Erebidae / Arctiinae,Clemensia,leopardina,
731,Erebidae / Arctiinae,Clemensia,mucida,
732,Erebidae / Arctiinae,Clemensia,ophrydina,
733,Erebidae / Arctiinae,Clemensia,quinqueferana,
734,Erebidae / Arctiinae,Clemensia,russata,
735,Erebidae / Arctiinae,Clemensia,urucata,
736,Erebidae / Arctiinae,Cloesia,digna,
737,Erebidae / Arctiinae,Cloesia,luzmariaromerae,
738,Erebidae / Arctiinae,Cloesia,mariamartachavarriae,
739,Erebidae / Arctiinae,Cloesia,parthia,
740,Erebidae / Arctiinae,Disaulota,leptalina,
741,Erebidae / Arctiinae,Dolichesia,falsimonia,
742,Erebidae / Arctiinae,Epeiromulona,biloba,
743,Erebidae / Arctiinae,Epeiromulona,icterinus,
744,Erebidae / Arctiinae,Epeiromulona,lephina,
745,Erebidae / Arctiinae,Epeiromulona,phelina,
746,Erebidae / Arctiinae,Epeiromulona,roseata,
747,Erebidae / Arctiinae,Epeiromulona,thysanata,
748,Erebidae / Arctiinae,Epitalara,commixta,
749,Erebidae / Arctiinae,Eucyclopera,carpintera,
750,Erebidae / Arctiinae,Eudesmia,lunaris,
751,Erebidae / Arctiinae,Eudesmia,menea,
752,Erebidae / Arctiinae,Eutelesia,vulgaris,
753,Erebidae / Arctiinae,Euthyone,grisescens,
754,Erebidae / Arctiinae,Euthyone,simplex,
755,Erebidae / Arctiinae,Gardinia,magnifica,
756,Erebidae / Arctiinae,Hypareva,pogonoda,
757,Erebidae / Arctiinae,Hyperthagylla,mira,
758,Erebidae / Arctiinae,Illice,biota,
759,Erebidae / Arctiinae,Illice,croesus,
760,Erebidae / Arctiinae,Illice,opulentana,
761,Erebidae / Arctiinae,Illice,tessellata,
762,Erebidae / Arctiinae,Inopsis,modulata,
763,Erebidae / Arctiinae,Lycomorphodes,bicolor,
764,Erebidae / Arctiinae,Lycomorphodes,correbioides,
765,Erebidae / Arctiinae,Lycomorphodes,reducta,
766,Erebidae / Arctiinae,Lycomorphodes,sordida,
767,Erebidae / Arctiinae,Macroptila,monstralis,
768,Erebidae / Arctiinae,Macroptila,nubecula,
769,Erebidae / Arctiinae,Metallosia,nidens,
770,Erebidae / Arctiinae,Metalobosia,ducalis,
771,Erebidae / Arctiinae,Metalobosia,elis,
772,Erebidae / Arctiinae,Nephelosia,caecina,
773,Erebidae / Arctiinae,Nodozana,hieroglyphica,
774,Erebidae / Arctiinae,Nodozana,picturata,
775,Erebidae / Arctiinae,Nodozana,thricophora,
776,Erebidae / Arctiinae,Nudur,fractivittarum,
777,Erebidae / Arctiinae,Nyctosia,tenebrosa,
778,Erebidae / Arctiinae,Odozana,decepta,
779,Erebidae / Arctiinae,Odozana,inconspicua,
780,Erebidae / Arctiinae,Odozana,methaemata,
781,Erebidae / Arctiinae,Odozana,sixola,
782,Erebidae / Arctiinae,Odozana,unica,
783,Erebidae / Arctiinae,Palaeozana,mida,
784,Erebidae / Arctiinae,Prepiella,aurea,
785,Erebidae / Arctiinae,Prepiella,pexicera,
786,Erebidae / Arctiinae,Propyria,flora,
787,Erebidae / Arctiinae,Propyria,normani,
788,Erebidae / Arctiinae,Ptychoglene,rubromarginata,
789,Erebidae / Arctiinae,Ptychoglene,xylophila,
790,Erebidae / Arctiinae,Rhabdatomis,cora,
791,Erebidae / Arctiinae,Rhabdatomis,draudti,
792,Erebidae / Arctiinae,Rhabdatomis,laudamia,
793,Erebidae / Arctiinae,Rhabdatomis,melinda,
794,Erebidae / Arctiinae,Talara,bombycia,
795,Erebidae / Arctiinae,Talara,cara,
796,Erebidae / Arctiinae,Talara,lepida,
797,Erebidae / Arctiinae,Talara,minynthadia,
798,Erebidae / Arctiinae,Talara,mona,
799,Erebidae / Arctiinae,Talara,phaeella,
800,Erebidae / Arctiinae,Talara,rubida,
801,Erebidae / Arctiinae,Talara,rugipennis,
802,Erebidae / Arctiinae,Talara,synnephala,
803,Erebidae / Arctiinae,Trichareva,fulvilaniata,
804,Erebidae / Arctiinae,Tuina,cingulata,
805,Erebidae / Arctiinae,Tuina,maurella,
806,Erebidae / Arctiinae,Urozana,cordatula,
807,Erebidae / Arctiinae,Calodesma,maculifrons,
808,Erebidae / Arctiinae,Chetone,angulosa,
809,Erebidae / Arctiinae,Chetone,ithomia,
810,Erebidae / Arctiinae,Dysschema,aorsa,
811,Erebidae / Arctiinae,Dysschema,arema,
812,Erebidae / Arctiinae,Dysschema,bivittata,
813,Erebidae / Arctiinae,Dysschema,cerialis,
814,Erebidae / Arctiinae,Dysschema,fortis,
815,Erebidae / Arctiinae,Dysschema,jansonis,
816,Erebidae / Arctiinae,Dysschema,leda,
817,Erebidae / Arctiinae,Dysschema,leonina,
818,Erebidae / Arctiinae,Dysschema,leucophaea,
819,Erebidae / Arctiinae,Dysschema,lycaste,
820,Erebidae / Arctiinae,Dysschema,lygdamis,
821,Erebidae / Arctiinae,Dysschema,magdala,
822,Erebidae / Arctiinae,Dysschema,mariamne,
823,Erebidae / Arctiinae,Dysschema,panamensis,
824,Erebidae / Arctiinae,Dysschema,paracelsus,
825,Erebidae / Arctiinae,Dysschema,perplexa,
826,Erebidae / Arctiinae,Dysschema,ultima,
827,Erebidae / Arctiinae,Dysschema,vidua,
828,Erebidae / Arctiinae,Euchlaenidia,albilinea,
829,Erebidae / Arctiinae,Heliactinidia,sitia,
830,Erebidae / Arctiinae,Hyalurga,fenestra,
831,Erebidae / Arctiinae,Hyalurga,sixola,
832,Erebidae / Arctiinae,Hyalurga,sora,
833,Erebidae / Arctiinae,Hyalurga,urioides,
834,Erebidae / Arctiinae,Hypocrita,albimacula,
835,Erebidae / Arctiinae,Hypocrita,aletta,
836,Erebidae / Arctiinae,Hypocrita,arcaei,
837,Erebidae / Arctiinae,Hypocrita,celadon,
838,Erebidae / Arctiinae,Hypocrita,drucei,
839,Erebidae / Arctiinae,Hypocrita,reedia,
840,Erebidae / Arctiinae,Isostola,nigrivenata,
841,Erebidae / Arctiinae,Josiomorpha,penetrata,
842,Erebidae / Arctiinae,Mesenochroa,rogersi,
843,Erebidae / Arctiinae,Phaloesia,saucia,
844,Erebidae / Arctiinae,Pseudophaloe,cerealia,
845,Erebidae / Arctiinae,Pseudophaloe,cotta,
846,Erebidae / Arctiinae,Pseudophaloe,helotes,
847,Erebidae / Arctiinae,Pseudophaloe,ninonia,
848,Erebidae / Arctiinae,Pseudophaloe,promiscua,
849,Erebidae / Arctiinae,Pseudophaloe,troetschi,
850,Erebidae / Arctiinae,Pteroodes,clitus,
851,Erebidae / Arctiinae,Pteroodes,longipennis,
852,Erebidae / Arctiinae,Xenosoma,geometrina,
853,Erebidae / Arctiinae,Xenosoma,nicander,
854,Erebidae / Arctiinae,Xenosoma,nigromarginatum,
855,Arrhenophanidae,Arrhenophanes,arrheno,
856,Arrhenophanidae,Arrhenophanes,perspicilla,
857,Arrhenophanidae,Arrhenophanes,volcanica,
858,Arrhenophanidae,Cnissostages,mastictor,
859,Arrhenophanidae,Cnissostages,oleagina,
860,Arrhenophanidae,Cnissostages,osae,
861,Arrhenophanidae,Dysoptus,bilobus,
862,Arrhenophanidae,Dysoptus,chiquitus,
863,Arrhenophanidae,Dysoptus,prolatus,
864,Arrhenophanidae,Dysoptus,spilacris,
865,Attevidae,Atteva,aurea,
866,Attevidae,Atteva,pustulella,
867,Attevidae,Atteva,zebra,
868,Autostichidae,Deoclona,xanthoselena,
869,Autostichidae,Glyphidocera,adrogantiae,
870,Autostichidae,Glyphidocera,advenae,
871,Autostichidae,Glyphidocera,aediculae,
872,Autostichidae,Glyphidocera,aedis,
873,Autostichidae,Glyphidocera,ambrosiae,
874,Autostichidae,Glyphidocera,amitae,
875,Autostichidae,Glyphidocera,ancillae,
876,Autostichidae,Glyphidocera,animae,
877,Autostichidae,Glyphidocera,arae,
878,Autostichidae,Glyphidocera,arakawae,
879,Autostichidae,Glyphidocera,arenae,
880,Autostichidae,Glyphidocera,asymmetricae,
881,Autostichidae,Glyphidocera,audaciae,
882,Autostichidae,Glyphidocera,barbae,
883,Autostichidae,Glyphidocera,brumae,
884,Autostichidae,Glyphidocera,burpurae,
885,Autostichidae,Glyphidocera,capsae,
886,Autostichidae,Glyphidocera,cauponae,
887,Autostichidae,Glyphidocera,caveae,
888,Autostichidae,Glyphidocera,cellae,
889,Autostichidae,Glyphidocera,cenae,
890,Autostichidae,Glyphidocera,cenulae,
891,Autostichidae,Glyphidocera,citae,
892,Autostichidae,Glyphidocera,clavae,
893,Autostichidae,Glyphidocera,comae,
894,Autostichidae,Glyphidocera,contionis,
895,Autostichidae,Glyphidocera,coquae,
896,Autostichidae,Glyphidocera,corniculae,
897,Autostichidae,Glyphidocera,coronae,
898,Autostichidae,Glyphidocera,cotis,
899,Autostichidae,Glyphidocera,coturnicis,
900,Autostichidae,Glyphidocera,crepidae,
901,Autostichidae,Glyphidocera,diciae,
902,Autostichidae,Glyphidocera,dictionis,
903,Autostichidae,Glyphidocera,eminetiae,
904,Autostichidae,Glyphidocera,fabulae,
905,Autostichidae,Glyphidocera,faecis,
906,Autostichidae,Glyphidocera,ferae,
907,Autostichidae,Glyphidocera,fidem,
908,Autostichidae,Glyphidocera,formae,
909,Autostichidae,Glyphidocera,gazae,
910,Autostichidae,Glyphidocera,gemmae,
911,Autostichidae,Glyphidocera,glaebae,
912,Autostichidae,Glyphidocera,gloriae,
913,Autostichidae,Glyphidocera,guaroa,
914,Autostichidae,Glyphidocera,harenae,
915,Autostichidae,Glyphidocera,illiterata,
916,Autostichidae,Glyphidocera,infulae,
917,Autostichidae,Glyphidocera,lactiflosella,
918,Autostichidae,Glyphidocera,lanae,
919,Autostichidae,Glyphidocera,laricae,
920,Autostichidae,Glyphidocera,lawrenceae,
921,Autostichidae,Glyphidocera,lupae,
922,Autostichidae,Glyphidocera,luxuriae,
923,Autostichidae,Glyphidocera,minarum,
924,Autostichidae,Glyphidocera,notae,
925,Autostichidae,Glyphidocera,novercae,
926,Autostichidae,Glyphidocera,nubis,
927,Autostichidae,Glyphidocera,olivae,
928,Autostichidae,Glyphidocera,ollae,
929,Autostichidae,Glyphidocera,operae,
930,Autostichidae,Glyphidocera,orae,
931,Autostichidae,Glyphidocera,paenulae,
932,Autostichidae,Glyphidocera,pali,
933,Autostichidae,Glyphidocera,personae,
934,Autostichidae,Glyphidocera,pilae,
935,Autostichidae,Glyphidocera,placentae,
936,Autostichidae,Glyphidocera,plebis,
937,Autostichidae,Glyphidocera,plumae,
938,Autostichidae,Glyphidocera,positurae,
939,Autostichidae,Glyphidocera,raedae,
940,Autostichidae,Glyphidocera,ranae,
941,Autostichidae,Glyphidocera,reginae,
942,Autostichidae,Glyphidocera,rodriguezi,
943,Autostichidae,Glyphidocera,rubetae,
944,Autostichidae,Glyphidocera,sapphiri,
945,Autostichidae,Glyphidocera,sardae,
946,Autostichidae,Glyphidocera,scuticae,
947,Autostichidae,Glyphidocera,sollertiae,
948,Autostichidae,Glyphidocera,spathae,
949,Autostichidae,Glyphidocera,speculae,
950,Autostichidae,Glyphidocera,staerae,
951,Autostichidae,Glyphidocera,terrae,
952,Autostichidae,Glyphidocera,tibiae,
953,Autostichidae,Glyphidocera,umbrae,
954,Autostichidae,Glyphidocera,vappae,
955,Autostichidae,Glyphidocera,virgulae,
956,Autostichidae,Glyphidocera,vocis,
957,Autostichidae,Glyphidocera,zamiae,
958,Autostichidae,Glyphidocera,zothecuale,
959,Blastobasidae,Asaphocrita,coronae,
960,Blastobasidae,Asaphocrita,fidei,
961,Blastobasidae,Asaphocrita,furciferae,
962,Blastobasidae,Asaphocrita,gerrulae,
963,Blastobasidae,Asaphocrita,lunae,
964,Blastobasidae,Asaphocrita,magae,
965,Blastobasidae,Asaphocrita,maximae,
966,Blastobasidae,Asaphocrita,quietis,
967,Blastobasidae,Asaphocrita,rationis,
968,Blastobasidae,Barbaloba,jubae,
969,Blastobasidae,Barbaloba,meleagrisellae,
970,Blastobasidae,Blastobasis,abollae,
971,Blastobasidae,Blastobasis,achaea,
972,Blastobasidae,Blastobasis,aedes,
973,Blastobasidae,Blastobasis,babae,
974,Blastobasidae,Blastobasis,balucis,
975,Blastobasidae,Blastobasis,beo,
976,Blastobasidae,Blastobasis,caetrae,
977,Blastobasidae,Blastobasis,chanes,
978,Blastobasidae,Blastobasis,coffeaella,
979,Blastobasidae,Blastobasis,custodis,
980,Blastobasidae,Blastobasis,dapis,
981,Blastobasidae,Blastobasis,deae,
982,Blastobasidae,Blastobasis,deliciolarum,
983,Blastobasidae,Blastobasis,dicionis,
984,Blastobasidae,Blastobasis,echus,
985,Blastobasidae,Blastobasis,erae,
986,Blastobasidae,Blastobasis,fax,
987,Blastobasidae,Blastobasis,furtivus,
988,Blastobasidae,Blastobasis,graminea,
989,Blastobasidae,Blastobasis,iuanae,
990,Blastobasidae,Blastobasis,lex,
991,Blastobasidae,Blastobasis,litis,
992,Blastobasidae,Blastobasis,lygdi,
993,Blastobasidae,Blastobasis,manto,
994,Blastobasidae,Blastobasis,neniae,
995,Blastobasidae,Blastobasis,nivis,
996,Blastobasidae,Blastobasis,orithyia,
997,Blastobasidae,Blastobasis,paludis,
998,Blastobasidae,Blastobasis,phaedra,
999,Blastobasidae,Blastobasis,rotae,
1000,Blastobasidae,Blastobasis,rotullae,
1001,Blastobasidae,Blastobasis,tapetae,
