Family,Genus,Species,Subspecies
Erebidae,Coxina,cinctipalpis,
Erebidae,Coxina,ensipalpis,
Erebidae,Coxina,hadenoides,
Erebidae,Coxina,thermeola,
Erebidae,Euclystis,BioLep03,
Erebidae,Euclystis,bruma,
Erebidae,Euclystis,cayuga,
Erebidae,Euclystis,centurialis,
Erebidae,Euclystis,consurgens,
Erebidae,Euclystis,deterrima,
Erebidae,Euclystis,epidromiaelineata,
Erebidae,Euclystis,guerini,
Erebidae,Euclystis,inconstans,
Erebidae,Euclystis,insana,
Erebidae,Euclystis,intacta,
Erebidae,Euclystis,invidiosa,
Erebidae,Euclystis,labecia,
Erebidae,Euclystis,lala,
Erebidae,Euclystis,laluma,
Erebidae,Euclystis,manto,
Erebidae,Euclystis,nescia,
Erebidae,Euclystis,onusta,
Erebidae,Euclystis,pallidipes,
Erebidae,Euclystis,perplexa,
Erebidae,Euclystis,plusioides,
Erebidae,Euclystis,proba,
Erebidae,Euclystis,recurva,
Erebidae,Euclystis,sublignaris,
Erebidae,Euclystis,vulgaris,
Erebidae,Helia,agna,
Erebidae,Helia,argentipes,
Erebidae,Helia,bilunulalis,
Erebidae,Helia,calligramma,
Erebidae,Helia,celita,
Erebidae,Helia,cymansis,
Erebidae,Helia,hermelina,
Erebidae,Helia,homopteridia,
Erebidae,Helia,Poole01,
Erebidae,Helia,Poole02DHJ02,
Erebidae,Helia,subjuga,
Erebidae,Helia,vitriluna,
Erebidae,Hypogrammodes,compotrix,
Erebidae,Hypogrammodes,confusa,
Erebidae,Hypogrammodes,pacifica,
Erebidae,Itomia,intrahens,
Erebidae,Itomia,multilinea,
Erebidae,Itomia,opisthographa,
Erebidae,Kakopoda,apicalis,
Erebidae,Kakopoda,progenies,
Erebidae,Kakopoda,stygia,
Erebidae,Kakopoda,violascens,
Erebidae,Lesmone,aemylia,
Erebidae,Lesmone,aenaria,
Erebidae,Lesmone,detrahens,
Erebidae,Lesmone,duplicans,
Erebidae,Lesmone,formularis,
Erebidae,Lesmone,gentilis,
Erebidae,Lesmone,hinna,
Erebidae,Lesmone,inopia,
Erebidae,Lesmone,iolas,
Erebidae,Lesmone,porcia,
Erebidae,Lesmone,umbrifera,
Erebidae,Metria,abscisa,
Erebidae,Metria,aenia,
Erebidae,Metria,amella,
Erebidae,Metria,angulata,
Erebidae,Metria,aperta,
Erebidae,Metria,bruma,
Erebidae,Metria,cades,
Erebidae,Metria,celia,
Erebidae,Metria,eminens,
Erebidae,Metria,guapila,
Erebidae,Metria,leucoplaga,
Erebidae,Metria,meretricia,
Erebidae,Metria,minta,
Erebidae,Metria,mollis,
Erebidae,Metria,obsolefacta,
Erebidae,Metria,pascuala,
Erebidae,Metria,permixta,
Erebidae,Metria,phaeochroa,
Erebidae,Metria,rufipicta,
Erebidae,Metria,sublimis,
Erebidae,Metria,subrosea,
Erebidae,Metria,subvaria,
Erebidae,Selenisa,lanipes,
Erebidae,Selenisa,specifica,
Erebidae,Selenisa,suero,
Erebidae,Selenisa,sueroides,
Erebidae,Toxonprucha,excavata,
Erebidae,Toxonprucha,scitior,
Erebidae,Toxonprucha,stunia,
Erebidae,Tyrissa,acygonia,
Erebidae,Tyrissa,carola,
Erebidae,Tyrissa,mascara,
Erebidae,Tyrissa,multilinea,
Erebidae,Tyrissa,perstrigata,
Erebidae,Tyrissa,recurva,
Erebidae,Tyrissa,siaha,
Erebidae,Tyrissa,thara,
Erebidae,Achaea,ablunaris,
Erebidae,Achaea,lienardi,
Erebidae,Achaeops,esperanza,
Erebidae,Dysgonia,expediens,
Erebidae,Dysgonia,purpurata,
Erebidae,Focillidia,bipunctata,
Erebidae,Focillidia,grenadensis,
Erebidae,Ophisma,basigutta,
Erebidae,Ophisma,despagnesi,
Erebidae,Ophisma,diatonica,
Erebidae,Ophisma,fulvipuncta,
Erebidae,Ophisma,minna,
Erebidae,Ophisma,nobilis,
Erebidae,Ophisma,pyrostichta,
Erebidae,Ophisma,sinuata,
Erebidae,Ophisma,tecta,
Erebidae,Ophisma,tropicalis,
Erebidae,Ophisma,variata,
Erebidae,Ascalapha,odorata,
Erebidae,Feigeria,alauda,
Erebidae,Feigeria,buteo,
Erebidae,Feigeria,caligula,
Erebidae,Feigeria,claricostata,
Erebidae,Feigeria,herilia,
Erebidae,Feigeria,lignitis,
Erebidae,Feigeria,magna,
Erebidae,Feigeria,mycerina,
Erebidae,Feigeria,orcynia,
Erebidae,Feigeria,scops,
Erebidae,Feigeria,vultura,
Erebidae,Feigeria,xylia,
Erebidae,Hemeroblemma,acron,
Erebidae,Hemeroblemma,dolosa,
Erebidae,Hemeroblemma,dolosina,
Erebidae,Hemeroblemma,infans,
Erebidae,Hemeroblemma,leontia,
Erebidae,Hemeroblemma,malitiosa,
Erebidae,Hemeroblemma,mexicana,
Erebidae,Hemeroblemma,numeria,
Erebidae,Hemeroblemma,ochrolinea,
Erebidae,Hemeroblemma,opigena,
Erebidae,Hemeroblemma,schausiana,
Erebidae,Hemeroblemma,scolopacea,
Erebidae,Hemeroblemma,stiva,
Erebidae,Hemeroblemma,turdipennis,
Erebidae,Latebraria,albifimbria,
Erebidae,Latebraria,amphipyroides,
Erebidae,Latebraria,arcana,
Erebidae,Latebraria,doliaris,
Erebidae,Latebraria,iphianasse,
Erebidae,Latebraria,tuisana,
Erebidae,Letis,tiasa,
Erebidae,Ronania,marmorides,
Erebidae,Syrnia,hypnois,
Erebidae,Thysania,agrippina,
Erebidae,Thysania,winbrechlini,
Erebidae,Thysania,zenobia,
Erebidae,Antapistis,malis,
Erebidae,Antapistis,Poole08DHJ01,
Erebidae,Antiblemma,abstrusa,
Erebidae,Antiblemma,addana,
Erebidae,Antiblemma,agnita,
Erebidae,Antiblemma,agrestis,
Erebidae,Antiblemma,alcinoe,
Erebidae,Antiblemma,amalthea,
Erebidae,Antiblemma,amarga,
Erebidae,Antiblemma,anguinea,
Erebidae,Antiblemma,anthea,
Erebidae,Antiblemma,borrega,
Erebidae,Antiblemma,calais,
Erebidae,Antiblemma,ceras,
Erebidae,Antiblemma,chephira,
Erebidae,Antiblemma,chiva,
Erebidae,Antiblemma,concinnula,
Erebidae,Antiblemma,erythromma,
Erebidae,Antiblemma,filaria,
Erebidae,Antiblemma,fulvipicta,
Erebidae,Antiblemma,fuscireticulata,
Erebidae,Antiblemma,harmodia,
Erebidae,Antiblemma,hembrilla,
Erebidae,Antiblemma,herilis,
Erebidae,Antiblemma,hersilea,
Erebidae,Antiblemma,imitans,
Erebidae,Antiblemma,incarnans,
Erebidae,Antiblemma,juruana,
Erebidae,Antiblemma,lacteigera,
Erebidae,Antiblemma,laranda,
Erebidae,Antiblemma,leucocyma,
Erebidae,Antiblemma,lola,
Erebidae,Antiblemma,lothos,
Erebidae,Antiblemma,lycoris,
Erebidae,Antiblemma,memoranda,
Erebidae,Antiblemma,mundicola,
Erebidae,Antiblemma,neptis,
Erebidae,Antiblemma,partita,
Erebidae,Antiblemma,patifaciens,
Erebidae,Antiblemma,penelope,
Erebidae,Antiblemma,perornata,
Erebidae,Antiblemma,peruda,
Erebidae,Antiblemma,perva,
Erebidae,Antiblemma,phaedra,
Erebidae,Antiblemma,phoenicopyra,
Erebidae,Antiblemma,pira,
Erebidae,Antiblemma,Poole10,
Erebidae,Antiblemma,porphyrota,
Erebidae,Antiblemma,prisca,
Erebidae,Antiblemma,restricta,
Erebidae,Antiblemma,rhoda,
Erebidae,Antiblemma,rubida,
Erebidae,Antiblemma,rubrilinea,
Erebidae,Antiblemma,rufinans,
Erebidae,Antiblemma,sexplagiata,
Erebidae,Antiblemma,sterope,
Erebidae,Antiblemma,strigatula,
Erebidae,Antiblemma,subrutilans,
Erebidae,Antiblemma,sufficiens,
Erebidae,Antiblemma,Sullivan2576,
Erebidae,Antiblemma,trogocycla,
Erebidae,Antiblemma,tuisa,
Erebidae,Antiblemma,tuva,
Erebidae,Antiblemma,uncinata,
Erebidae,Anticarsia,anisospila,
Erebidae,Anticarsia,gemmatalis,
Erebidae,Athyrma,adjutrix,
Erebidae,Athyrma,brigittae,
Erebidae,Athyrma,ciboney,
Erebidae,Athyrma,fakahatchee,
Erebidae,Athyrma,ganglio,
Erebidae,Athyrma,romacki,
Erebidae,Athyrma,sp.1,
Erebidae,Athyrma,tuberosa,
Erebidae,Azeta,ceramina,
Erebidae,Azeta,imbuta,
Erebidae,Azeta,mimica,
Erebidae,Azeta,repugnalis,
Erebidae,Azeta,rhodogaster,
Erebidae,Azeta,rufescens,
Erebidae,Azeta,signans,
Erebidae,Azeta,versicolor,
Erebidae,Chamyna,homichlodes,
Erebidae,Chamyna,lamponia,
Erebidae,Chamyna,modesta,
Erebidae,Coenobela,joha,
Erebidae,Coenobela,paucula,
Erebidae,Dyomyx,albistriga,
Erebidae,Dyomyx,cimolia,
Erebidae,Dyomyx,egista,
Erebidae,Dyomyx,egistoides,
Erebidae,Dyomyx,herberta,
Erebidae,Dyomyx,inferior,
Erebidae,Dyomyx,jonesi,
Erebidae,Dyomyx,jonesi,
Erebidae,Dyomyx,ocala,
Erebidae,Dyomyx,placida,
Erebidae,Dyomyx,psectrocera,
Erebidae,Dyomyx,volcanica,
Erebidae,Dyomyx,zates,
Erebidae,Ephyrodes,cacata,
Erebidae,Ephyrodes,similis,
Erebidae,Epidromia,consperata,
Erebidae,Epidromia,dickeli,
Erebidae,Epidromia,lafontainei,
Erebidae,Epidromia,lienaris,
Erebidae,Epidromia,pannosa,
Erebidae,Epidromia,rotundata,
Erebidae,Epitausa,atriplaga,
Erebidae,Epitausa,coppryi,
Erebidae,Epitausa,dilina,
Erebidae,Epitausa,flagrans,
Erebidae,Epitausa,laetabilis,
Erebidae,Epitausa,pavescens,
Erebidae,Epitausa,prona,
Erebidae,Epitausa,recessa,
Erebidae,Epitausa,terranea,
Erebidae,Eulepidotis,addens,
Erebidae,Eulepidotis,affinis,
Erebidae,Eulepidotis,alabastraria,
Erebidae,Eulepidotis,albistriga,
Erebidae,Eulepidotis,austrina,
Erebidae,Eulepidotis,bourgaulti,
Erebidae,Eulepidotis,caeruleilinea,
Erebidae,Eulepidotis,consequens,
Erebidae,Eulepidotis,delecta,
Erebidae,Eulepidotis,dominicata,
Erebidae,Eulepidotis,electa,
Erebidae,Eulepidotis,emilia,
Erebidae,Eulepidotis,ezra,
Erebidae,Eulepidotis,folium,
Erebidae,Eulepidotis,fortissima,
Erebidae,Eulepidotis,geminata,
Erebidae,Eulepidotis,guttata,
Erebidae,Eulepidotis,hemithea,
Erebidae,Eulepidotis,hemura,
Erebidae,Eulepidotis,hermura,
Erebidae,Eulepidotis,holocera,
Erebidae,Eulepidotis,ilyrias,
Erebidae,Eulepidotis,inclyta,
Erebidae,Eulepidotis,jonesi,
Erebidae,Eulepidotis,julianata,
Erebidae,Eulepidotis,juncida,
Erebidae,Eulepidotis,junetta,
Erebidae,Eulepidotis,lineata,
Erebidae,Eulepidotis,mabis,
Erebidae,Eulepidotis,micca,
Erebidae,Eulepidotis,micra,
Erebidae,Eulepidotis,modestula,
Erebidae,Eulepidotis,norduca,
Erebidae,Eulepidotis,ornata,
Erebidae,Eulepidotis,ornatoides,
Erebidae,Eulepidotis,osseata,
Erebidae,Eulepidotis,ouocco,
Erebidae,Eulepidotis,pavo,
Erebidae,Eulepidotis,perducens,
Erebidae,Eulepidotis,perlata,
Erebidae,Eulepidotis,persimilis,
Erebidae,Eulepidotis,phrygionia,
Erebidae,Eulepidotis,punctilinea,
Erebidae,Eulepidotis,rectimargo,
Erebidae,Eulepidotis,santosina,
Erebidae,Eulepidotis,stigmastica,
Erebidae,Eulepidotis,superior,
Erebidae,Eulepidotis,sylpha,
Erebidae,Eulepidotis,testaceiceps,
Erebidae,Eulepidotis,viridissima,
Erebidae,Ezra,misera,
Erebidae,Goniocarsia,electrica,
Erebidae,Goniocarsia,subdentata,
Erebidae,Herminocala,atomosa,
Erebidae,Herminocala,pallidoides,
Erebidae,Herminocala,sabata,
Erebidae,Massala,abdara,
Erebidae,Massala,hieroglyphica,
Erebidae,Massala,obvertens,
Erebidae,Massala,quassa,
Erebidae,Metallata,absumens,
Erebidae,Metallata,blandita,
Erebidae,Metallata,irrorata,
Erebidae,Obrima,cymbae,
Erebidae,Obrima,didactica,
Erebidae,Obrima,pyraloides,
Erebidae,Obrima,rinconada,
Erebidae,Obrima,sp. POOLE-01,
Erebidae,Panopoda,rigida,
Erebidae,Phyprosopus,parthenope,
Erebidae,Renodes,croceiceps,
Erebidae,Renodes,curviluna,
Erebidae,Renodes,glaucescens,
Erebidae,Renodes,liturata,
Erebidae,Syllectra,biolep7912,
Erebidae,Syllectra,congemmalis,
Erebidae,Syllectra,erycata,
Erebidae,Tautobriga,euspila,
Erebidae,Tautobriga,glaucopis,
Erebidae,Aristaria,choerilus,
Erebidae,Aristaria,curvilinea,
Erebidae,Aristaria,dissona,
Erebidae,Aristaria,faustitas,
Erebidae,Aristaria,furrina,
Erebidae,Aristaria,nigrifrons,
Erebidae,Aristaria,pholoe,
Erebidae,Aristaria,theroalis,
Erebidae,Bleptina,aeatusalis,
Erebidae,Bleptina,caradrinalis,
Erebidae,Bleptina,confusalis,
Erebidae,Bleptina,dejecta,
Erebidae,Bleptina,infausta,
Erebidae,Bleptina,lasaea,
Erebidae,Bleptina,latona,
Erebidae,Bleptina,obscura,
Erebidae,Carteris,anticlea,
Erebidae,Carteris,incana,
Erebidae,Carteris,lineata,
Erebidae,Carteris,oculatalis,
Erebidae,Charmodia,vectis,
Erebidae,Compsenia,plumbea,
Erebidae,Coremagnatha,orionalis,
Erebidae,Coscaga,picatalis,
Erebidae,Dogninades,jactatalis,
Erebidae,Dogninades,renei,
Erebidae,Dusponera,fannia,
Erebidae,Erastrifacies,schedocala,
Erebidae,Eugoniella,sapota,
Erebidae,Gorosina,ampla,
Erebidae,Heterogramma,circumflexalis,
Erebidae,Heterogramma,contempta,
Erebidae,Ipanephis,esperanzalis,
Erebidae,Lascoria,albibasalis,
Erebidae,Lascoria,alucitalis,
Erebidae,Lascoria,anxa,
Erebidae,Lascoria,aon,
Erebidae,Lascoria,barbaralis,
Erebidae,Lascoria,cristata,
Erebidae,Lascoria,laurentia,
Erebidae,Lascoria,leucorabdota,
Erebidae,Lascoria,majoralis,
Erebidae,Lascoria,manes,
Erebidae,Lascoria,nivea,
Erebidae,Lascoria,orneodalis,
Erebidae,Lascoria,Poole13,
Erebidae,Lascoria,sp. 1,
Erebidae,Leucatomis,incondita,
Erebidae,Luberta,nymbisalis,
Erebidae,Macrochilo,orciferalis,
Erebidae,Mamerthes,aonia,
Erebidae,Mamerthes,gangaba,
Erebidae,Mamerthes,lycambes,
Erebidae,Mamerthes,nigrilinea,
Erebidae,Mamerthes,terminalis,
Erebidae,Mastigophorus,evadnealis,
Erebidae,Mastixis,albilimbata,
Erebidae,Mastixis,aspisalis,
Erebidae,Mastixis,chloe,
Erebidae,Mastixis,infuscata,
Erebidae,Mastixis,languida,
Erebidae,Mastixis,lysaniax,
Erebidae,Mastixis,polybealis,
Erebidae,Mastixis,tessellata,
Erebidae,Mastixis,turrialbensis,
Erebidae,Neopalthis,madates,
Erebidae,Nicetas,annon,
Erebidae,Nicetas,antonalis,
Erebidae,Nicetas,BioLep214,
Erebidae,Nicetas,lycon,
Erebidae,Nicetas,panamensis,
Erebidae,Nicetas,Poole19,
Erebidae,Palthis,aeacalis,
Erebidae,Palthis,angulalis,
Erebidae,Palthis,angustipennis,
Erebidae,Palthis,asopialis,
Erebidae,Palthis,bizialis,
Erebidae,Palthis,eubaealis,
Erebidae,Palthis,hieronymus,
Erebidae,Palthis,lineata,
Erebidae,Palthis,misantlalis,
Erebidae,Palthis,submarginata,
Erebidae,Periphrage,barbatula,
Erebidae,Phalaenophana,isenenias,
Erebidae,Phalaenophana,modestalis,
Erebidae,Phalaenophana,pyramusalis,
Erebidae,Phlyctaina,irrigualis,
Erebidae,Physula,cristina,
Erebidae,Physula,limonalis,
Erebidae,Physula,rona,
Erebidae,Poenomia,hiempsal,
Erebidae,Poenomia,maculata,
Erebidae,Poenomia,turpis,
Erebidae,Polypogon,pulchellescens,
Erebidae,Pseudarista,pagasusalis,
Erebidae,Pyrgion,repanda,
Erebidae,Redectis,Sullivan7489,
Erebidae,Rejectaria,amicalis,
Erebidae,Rejectaria,antorides,
Erebidae,Rejectaria,anysis,
Erebidae,Rejectaria,aratus,
Erebidae,Rejectaria,arenacea,
Erebidae,Rejectaria,atrax,
Erebidae,Rejectaria,cocytalis,
Erebidae,Rejectaria,craftsalis,
Erebidae,Rejectaria,funebris,
Erebidae,Rejectaria,lineata,
Erebidae,Rejectaria,lysandria,
Erebidae,Rejectaria,magas,
Erebidae,Rejectaria,niciasalis,
Erebidae,Rejectaria,paulosa,
Erebidae,Rejectaria,pharusalis,
Erebidae,Rejectaria,richardashleyi,
Erebidae,Rejectaria,ritaashleyae,
Erebidae,Rejectaria,rosimonalis,
Erebidae,Rejectaria,sixola,
Erebidae,Rejectaria,splendida,
Erebidae,Rejectaria,villavicencia,
Erebidae,Rejectaria,villosa,
Erebidae,Renia,acclamalis,
Erebidae,Renia,bipunctalis,
Erebidae,Renia,clavis,
Erebidae,Renia,discoloralis,
Erebidae,Renia,orizabalis,
Erebidae,Renia,orthosialis,
Erebidae,Renia,rhetusalis,
Erebidae,Renia,turpis,
Erebidae,Renia,vinasalis,
Erebidae,Salia,BioLep454,
Erebidae,Salia,lycaeus,
Erebidae,Salia,lysizona,
Erebidae,Salia,Poole02,
Erebidae,Salia,semiothisa,
Erebidae,Salia,submarcata,
Erebidae,Scopifera,antelia,
Erebidae,Scopifera,antorides,
Erebidae,Scopifera,falsirenalis,
Erebidae,Scopifera,lunifera,
Erebidae,Scopifera,lycagusalis,
Erebidae,Scopifera,menippusalis,
Erebidae,Scopifera,phrygialis,
Erebidae,Scopifera,poasalis,
Erebidae,Strathocles,imitata,
Erebidae,Strathocles,parvipulla,
Erebidae,Strathocles,pulla,
Erebidae,Strathocles,ribbei,
Erebidae,Synomera,crafti,
Erebidae,Synomera,isthmialis,
Erebidae,Tarista,albiapicalis,
Erebidae,Tarista,lydia,
Erebidae,Tarista,morosa,
Erebidae,Tarista,ricalis,
Erebidae,Tarista,rufipalpis,
Erebidae,Tarista,stolalis,
Erebidae,Tetanolita,mynesalis,
Erebidae,Tetanolita,nolualis,
Erebidae,Thursania,decocta,
Erebidae,Thursania,servilis,
Erebidae,Tiyanreda,rojata,
Erebidae,Gizama,bronsonalis,
Erebidae,Gizama,midasalis,
Erebidae,Gizama,undilinealis,
Erebidae,Hypena,abscisalis,
Erebidae,Hypena,abscondalis,
Erebidae,Hypena,acclinalis,
Erebidae,Hypena,andraca,
Erebidae,Hypena,andrapana,
Erebidae,Hypena,andria,
Erebidae,Hypena,androna,
Erebidae,Hypena,angitia,
Erebidae,Hypena,BioLep6703,
Erebidae,Hypena,cachialis,
Erebidae,Hypena,calistalis,
Erebidae,Hypena,coatalis,
Erebidae,Hypena,coeruleopicta,
Erebidae,Hypena,columbiata,
Erebidae,Hypena,covitalis,
Erebidae,Hypena,degesalis,
Erebidae,Hypena,drucealis,
Erebidae,Hypena,ducaloides,
Erebidae,Hypena,effectalis,
Erebidae,Hypena,frigida,
Erebidae,Hypena,fufialis,
Erebidae,Hypena,gaudialis,
Erebidae,Hypena,glumalis,
Erebidae,Hypena,gueenealis,
Erebidae,Hypena,hemonalis,
Erebidae,Hypena,hicetasalis,
Erebidae,Hypena,jonesalis,
Erebidae,Hypena,lactiferalis,
Erebidae,Hypena,levana,
Erebidae,Hypena,livia,
Erebidae,Hypena,lividalis,
Erebidae,Hypena,lollia,
Erebidae,Hypena,mactatalis,
Erebidae,Hypena,miranda,
Erebidae,Hypena,munda,
Erebidae,Hypena,peruvialis,
Erebidae,Hypena,philomedia,
Erebidae,Hypena,porrectalis,
Erebidae,Hypena,purpuralis,
Erebidae,Hypena,ricalis,
Erebidae,Hypena,sp.1,
Erebidae,Hypena,sp.2,
Erebidae,Hypena,sp.3,
Erebidae,Hypena,subidalis,
Erebidae,Hypena,syllificalis,
Erebidae,Hypena,tenebrosa,
Erebidae,Hypena,tithonalis,
Erebidae,Hypena,tossalis,
Erebidae,Hypena,turalis,
Erebidae,Hypena,variabilis,
Erebidae,Hypena,vetustalis,
Erebidae,Hypena,xenaresalis,
Erebidae,Hypena,zarabena,
Erebidae,Lutogonia,simplex,
Erebidae,Trauaxa,obliqualis,
Erebidae,Dyspyralis,illocata,
Erebidae,Schrankia,macula,
Erebidae,Goniapteryx,servia,
Erebidae,Hypocala,andremona,
Erebidae,Hypsoropha,adeona,
Erebidae,Psammathodoxa,natadoides,
