,accepted_taxon_key,order_name,family_name,genus_name,species_name_provided,authority_name_provided,search_species_name,gbif_species_name,confidence,status,match_type,rank,source
0,1940838,Lepidoptera,Sesiidae,Bembecia,Bembecia ichneumoniformis,"Denis & Schiffermüller, 1775",Bembecia ichneumoniformis,Bembecia ichneumoniformis,99,ACCEPTED,EXACT,SPECIES,London06October2023
