Unnamed: 0,Family,Genus,Species,Subspecies,species_name_provided,authority_name_provided
362,Erebidae / Arctiinae,Virbia,fluminea,,Virbia fluminea,
363,Erebidae / Arctiinae,Virbia,hypophaea,,Virbia hypophaea,
364,Erebidae / Arctiinae,Virbia,medarda,,Virbia medarda,
365,Erebidae / Arctiinae,Virbia,orola,,Virbia orola,
366,Erebidae / Arctiinae,Virbia,rosenbergi,,Virbia rosenbergi,
367,Erebidae / Arctiinae,Virbia,thersites,,Virbia thersites,
368,Erebidae / Arctiinae,Virbia,underwoodi,,Virbia underwoodi,
369,Erebidae / Arctiinae,Virbia,zonata,,Virbia zonata,
370,Erebidae / Arctiinae,Viviennea,ardesiaca,,Viviennea ardesiaca,
371,Erebidae / Arctiinae,Viviennea,salma,,Viviennea salma,
372,Erebidae / Arctiinae,Viviennea,tegyra,,Viviennea tegyra,
373,Erebidae / Arctiinae,Watsonidia,pardea,,Watsonidia pardea,
374,Erebidae / Arctiinae,Watsonidia,reimona,,Watsonidia reimona,
375,Erebidae / Arctiinae,Zatrephes,iridescens,,Zatrephes iridescens,
376,Erebidae / Arctiinae,Zatrephes,rufescens,,Zatrephes rufescens,
377,Erebidae / Arctiinae,Aclytia,albistriga,,Aclytia albistriga,
378,Erebidae / Arctiinae,Aclytia,heber,,Aclytia heber,
379,Erebidae / Arctiinae,Aclytia,punctata,,Aclytia punctata,
380,Erebidae / Arctiinae,Aclytia,ventralis,,Aclytia ventralis,
381,Erebidae / Arctiinae,Aemilia,fana,,Aemilia fana,
382,Erebidae / Arctiinae,Agyrta,conspicua,,Agyrta conspicua,
383,Erebidae / Arctiinae,Agyrta,dux,,Agyrta dux,
384,Erebidae / Arctiinae,Agyrta,vitrea,,Agyrta vitrea,
385,Erebidae / Arctiinae,Antichloris,eriphia,,Antichloris eriphia,
386,Erebidae / Arctiinae,Antichloris,lamalissa,,Antichloris lamalissa,
387,Erebidae / Arctiinae,Antichloris,puriscal,,Antichloris puriscal,
388,Erebidae / Arctiinae,Antichloris,viridis,,Antichloris viridis,
389,Erebidae / Arctiinae,Anycles,adusta,,Anycles adusta,
390,Erebidae / Arctiinae,Anycles,anthracina,,Anycles anthracina,
391,Erebidae / Arctiinae,Apeplopoda,improvisa,,Apeplopoda improvisa,
392,Erebidae / Arctiinae,Apeplopoda,mecrida,,Apeplopoda mecrida,
393,Erebidae / Arctiinae,Apeplopoda,ochracea,,Apeplopoda ochracea,
394,Erebidae / Arctiinae,Argyroeides,minuta,,Argyroeides minuta,
395,Erebidae / Arctiinae,Argyroeides,notha,,Argyroeides notha,
396,Erebidae / Arctiinae,Argyroeides,spectrum,,Argyroeides spectrum,
397,Erebidae / Arctiinae,Autochloris,jansonis,,Autochloris jansonis,
398,Erebidae / Arctiinae,Belemnia,inaurata,,Belemnia inaurata,
399,Erebidae / Arctiinae,Belemniastis,troetschi,,Belemniastis troetschi,
400,Erebidae / Arctiinae,Cacostatia,saphira,,Cacostatia saphira,
401,Erebidae / Arctiinae,Calonotos,tiburtus,,Calonotos tiburtus,
402,Erebidae / Arctiinae,Chrostosoma,destricta,,Chrostosoma destricta,
403,Erebidae / Arctiinae,Chrostosoma,patricia,,Chrostosoma patricia,
404,Erebidae / Arctiinae,Chrostosoma,schausi,,Chrostosoma schausi,
405,Erebidae / Arctiinae,Chrostosoma,tabascensis,,Chrostosoma tabascensis,
406,Erebidae / Arctiinae,Coreura,eion,,Coreura eion,
407,Erebidae / Arctiinae,Coreura,fida,,Coreura fida,
408,Erebidae / Arctiinae,Coreura,phoenicides,,Coreura phoenicides,
409,Erebidae / Arctiinae,Correbia,felderi,,Correbia felderi,
410,Erebidae / Arctiinae,Correbia,fulvescens,,Correbia fulvescens,
411,Erebidae / Arctiinae,Correbia,lycoides,,Correbia lycoides,
412,Erebidae / Arctiinae,Correbia,obtusa,,Correbia obtusa,
413,Erebidae / Arctiinae,Correbia,semitransversa,,Correbia semitransversa,
414,Erebidae / Arctiinae,Correbia,undulata,,Correbia undulata,
415,Erebidae / Arctiinae,Correbidia,affinis,,Correbidia affinis,
416,Erebidae / Arctiinae,Correbidia,costinotata,,Correbidia costinotata,
417,Erebidae / Arctiinae,Correbidia,elegans,,Correbidia elegans,
418,Erebidae / Arctiinae,Correbidia,germana,,Correbidia germana,
419,Erebidae / Arctiinae,Correbidia,striata,,Correbidia striata,
420,Erebidae / Arctiinae,Correbidia,terminalis,,Correbidia terminalis,
421,Erebidae / Arctiinae,Cosmosoma,achemon,,Cosmosoma achemon,
422,Erebidae / Arctiinae,Cosmosoma,advena,,Cosmosoma advena,
423,Erebidae / Arctiinae,Cosmosoma,angustimargo,,Cosmosoma angustimargo,
424,Erebidae / Arctiinae,Cosmosoma,auge,,Cosmosoma auge,
425,Erebidae / Arctiinae,Cosmosoma,biseriatum,,Cosmosoma biseriatum,
426,Erebidae / Arctiinae,Cosmosoma,bogotensis,,Cosmosoma bogotensis,
427,Erebidae / Arctiinae,Cosmosoma,caecum,,Cosmosoma caecum,
428,Erebidae / Arctiinae,Cosmosoma,chiriquensis,,Cosmosoma chiriquensis,
429,Erebidae / Arctiinae,Cosmosoma,cinctuta,,Cosmosoma cinctuta,
430,Erebidae / Arctiinae,Cosmosoma,cingulatum,,Cosmosoma cingulatum,
431,Erebidae / Arctiinae,Cosmosoma,citrinum,,Cosmosoma citrinum,
432,Erebidae / Arctiinae,Cosmosoma,festiva,,Cosmosoma festiva,
433,Erebidae / Arctiinae,Cosmosoma,galatea,,Cosmosoma galatea,
434,Erebidae / Arctiinae,Cosmosoma,galbana,,Cosmosoma galbana,
435,Erebidae / Arctiinae,Cosmosoma,hector,,Cosmosoma hector,
436,Erebidae / Arctiinae,Cosmosoma,hercyna,,Cosmosoma hercyna,
437,Erebidae / Arctiinae,Cosmosoma,impar,,Cosmosoma impar,
438,Erebidae / Arctiinae,Cosmosoma,impudica,,Cosmosoma impudica,
439,Erebidae / Arctiinae,Cosmosoma,joavana,,Cosmosoma joavana,
440,Erebidae / Arctiinae,Cosmosoma,metallescens,,Cosmosoma metallescens,
441,Erebidae / Arctiinae,Cosmosoma,nelea,,Cosmosoma nelea,
442,Erebidae / Arctiinae,Cosmosoma,orathidia,,Cosmosoma orathidia,
443,Erebidae / Arctiinae,Cosmosoma,pudica,,Cosmosoma pudica,
444,Erebidae / Arctiinae,Cosmosoma,regia,,Cosmosoma regia,
445,Erebidae / Arctiinae,Cosmosoma,rubritarsis,,Cosmosoma rubritarsis,
446,Erebidae / Arctiinae,Cosmosoma,saron,,Cosmosoma saron,
447,Erebidae / Arctiinae,Cosmosoma,sectinota,,Cosmosoma sectinota,
448,Erebidae / Arctiinae,Cosmosoma,semifulva,,Cosmosoma semifulva,
449,Erebidae / Arctiinae,Cosmosoma,sitiona,,Cosmosoma sitiona,
450,Erebidae / Arctiinae,Cosmosoma,stibosticta,,Cosmosoma stibosticta,
451,Erebidae / Arctiinae,Cosmosoma,teuthras,,Cosmosoma teuthras,
452,Erebidae / Arctiinae,Cosmosoma,thiacia,,Cosmosoma thiacia,
453,Erebidae / Arctiinae,Cosmosoma,watsoni,,Cosmosoma watsoni,
454,Erebidae / Arctiinae,Cosmosoma,xanthosticta,,Cosmosoma xanthosticta,
455,Erebidae / Arctiinae,Cosmosoma,zurcheri,,Cosmosoma zurcheri,
456,Erebidae / Arctiinae,Cyanopepla,arrogans,,Cyanopepla arrogans,
457,Erebidae / Arctiinae,Cyanopepla,panamensis,,Cyanopepla panamensis,
458,Erebidae / Arctiinae,Cyanopepla,scintillans,,Cyanopepla scintillans,
459,Erebidae / Arctiinae,Cyanopepla,submacula,,Cyanopepla submacula,
460,Erebidae / Arctiinae,Cyanopepla,xenodice,,Cyanopepla xenodice,
461,Erebidae / Arctiinae,Dasysphinx,volatilis,,Dasysphinx volatilis,
462,Erebidae / Arctiinae,Delphyre,aurorina,,Delphyre aurorina,
463,Erebidae / Arctiinae,Delphyre,hampsoni,,Delphyre hampsoni,
464,Erebidae / Arctiinae,Delphyre,hebes,,Delphyre hebes,
465,Erebidae / Arctiinae,Delphyre,rufiventris,,Delphyre rufiventris,
466,Erebidae / Arctiinae,Delphyre,testacea,,Delphyre testacea,
467,Erebidae / Arctiinae,Diaxanthia,lucinia,,Diaxanthia lucinia,
468,Erebidae / Arctiinae,Dinia,eagrus,,Dinia eagrus,
469,Erebidae / Arctiinae,Dinia,invittata,,Dinia invittata,
470,Erebidae / Arctiinae,Diospage,carilla,,Diospage carilla,
471,Erebidae / Arctiinae,Diospage,chrysobasis,,Diospage chrysobasis,
472,Erebidae / Arctiinae,Dycladia,correbioides,,Dycladia correbioides,
473,Erebidae / Arctiinae,Dycladia,emerita,,Dycladia emerita,
474,Erebidae / Arctiinae,Dycladia,vitrina,,Dycladia vitrina,
475,Erebidae / Arctiinae,Ecdemus,obscuratum,,Ecdemus obscuratum,
476,Erebidae / Arctiinae,Epanycles,imperialis,,Epanycles imperialis,
477,Erebidae / Arctiinae,Epidesma,metapolia,,Epidesma metapolia,
478,Erebidae / Arctiinae,Epidesma,oceola,,Epidesma oceola,
479,Erebidae / Arctiinae,Epidesma,ursula,,Epidesma ursula,
480,Erebidae / Arctiinae,Episcepsis,capysca,,Episcepsis capysca,
481,Erebidae / Arctiinae,Episcepsis,demonis,,Episcepsis demonis,
482,Erebidae / Arctiinae,Episcepsis,frances,,Episcepsis frances,
483,Erebidae / Arctiinae,Episcepsis,gnomoides,,Episcepsis gnomoides,
484,Erebidae / Arctiinae,Episcepsis,grisescens,,Episcepsis grisescens,
485,Erebidae / Arctiinae,Episcepsis,hypoleuca,,Episcepsis hypoleuca,
486,Erebidae / Arctiinae,Episcepsis,inornata,,Episcepsis inornata,
487,Erebidae / Arctiinae,Episcepsis,lenaeus,,Episcepsis lenaeus,
488,Erebidae / Arctiinae,Episcepsis,moloneyi,,Episcepsis moloneyi,
489,Erebidae / Arctiinae,Episcepsis,redunda,,Episcepsis redunda,
490,Erebidae / Arctiinae,Episcepsis,sixola,,Episcepsis sixola,
491,Erebidae / Arctiinae,Episcepsis,thetis,,Episcepsis thetis,
492,Erebidae / Arctiinae,Episcepsis,venata,,Episcepsis venata,
493,Erebidae / Arctiinae,Episcepsis,vinasia,,Episcepsis vinasia,
494,Erebidae / Arctiinae,Eriphioides,fastidiosa,,Eriphioides fastidiosa,
495,Erebidae / Arctiinae,Eriphioides,tractipennis,,Eriphioides tractipennis,
496,Erebidae / Arctiinae,Euagra,cerymica,,Euagra cerymica,
497,Erebidae / Arctiinae,Euagra,delectans,,Euagra delectans,
498,Erebidae / Arctiinae,Euagra,haemanthus,,Euagra haemanthus,
499,Erebidae / Arctiinae,Eucereon,aeolum,,Eucereon aeolum,
500,Erebidae / Arctiinae,Eucereon,amadis,,Eucereon amadis,
501,Erebidae / Arctiinae,Eucereon,aoris,,Eucereon aoris,
502,Erebidae / Arctiinae,Eucereon,argutum,,Eucereon argutum,
503,Erebidae / Arctiinae,Eucereon,aroa,,Eucereon aroa,
504,Erebidae / Arctiinae,Eucereon,atriguttum,,Eucereon atriguttum,
505,Erebidae / Arctiinae,Eucereon,chloraenoma,,Eucereon chloraenoma,
506,Erebidae / Arctiinae,Eucereon,cimonis,,Eucereon cimonis,
507,Erebidae / Arctiinae,Eucereon,consorta,,Eucereon consorta,
508,Erebidae / Arctiinae,Eucereon,conspicuum,,Eucereon conspicuum,
509,Erebidae / Arctiinae,Eucereon,costulata,,Eucereon costulata,
510,Erebidae / Arctiinae,Eucereon,darantasia,,Eucereon darantasia,
511,Erebidae / Arctiinae,Eucereon,dentatum,,Eucereon dentatum,
512,Erebidae / Arctiinae,Eucereon,discolor,,Eucereon discolor,
513,Erebidae / Arctiinae,Eucereon,erythrolepsis,,Eucereon erythrolepsis,
514,Erebidae / Arctiinae,Eucereon,facundum,,Eucereon facundum,
515,Erebidae / Arctiinae,Eucereon,formosum,,Eucereon formosum,
516,Erebidae / Arctiinae,Eucereon,hogei,,Eucereon hogei,
517,Erebidae / Arctiinae,Eucereon,latifascia,,Eucereon latifascia,
518,Erebidae / Arctiinae,Eucereon,maia,,Eucereon maia,
519,Erebidae / Arctiinae,Eucereon,mitigatum,,Eucereon mitigatum,
520,Erebidae / Arctiinae,Eucereon,myrtusa,,Eucereon myrtusa,
521,Erebidae / Arctiinae,Eucereon,obscura,,Eucereon obscura,
522,Erebidae / Arctiinae,Eucereon,patrona,,Eucereon patrona,
523,Erebidae / Arctiinae,Eucereon,phaeoprocta,,Eucereon phaeoprocta,
524,Erebidae / Arctiinae,Eucereon,pilatii,,Eucereon pilatii,
525,Erebidae / Arctiinae,Eucereon,pittieri,,Eucereon pittieri,
526,Erebidae / Arctiinae,Eucereon,pometina,,Eucereon pometina,
527,Erebidae / Arctiinae,Eucereon,pseudarchias,,Eucereon pseudarchias,
528,Erebidae / Arctiinae,Eucereon,punctatum,,Eucereon punctatum,
529,Erebidae / Arctiinae,Eucereon,rogersi,,Eucereon rogersi,
530,Erebidae / Arctiinae,Eucereon,rosa,,Eucereon rosa,
531,Erebidae / Arctiinae,Eucereon,rosina,,Eucereon rosina,
532,Erebidae / Arctiinae,Eucereon,scyton,,Eucereon scyton,
533,Erebidae / Arctiinae,Eucereon,sethosi,,Eucereon sethosi,
534,Erebidae / Arctiinae,Eucereon,setosum,,Eucereon setosum,
535,Erebidae / Arctiinae,Eucereon,striatum,,Eucereon striatum,
536,Erebidae / Arctiinae,Eucereon,tarona,,Eucereon tarona,
537,Erebidae / Arctiinae,Eucereon,tenellulum,,Eucereon tenellulum,
538,Erebidae / Arctiinae,Eucereon,tessellatum,,Eucereon tessellatum,
539,Erebidae / Arctiinae,Eucereon,tigrata,,Eucereon tigrata,
540,Erebidae / Arctiinae,Eucereon,tripunctatum,,Eucereon tripunctatum,
541,Erebidae / Arctiinae,Eucereon,varia,,Eucereon varia,
542,Erebidae / Arctiinae,Eucereon,venosa,,Eucereon venosa,
543,Erebidae / Arctiinae,Eucereon,xanthoperas,,Eucereon xanthoperas,
544,Erebidae / Arctiinae,Eucereon,zamorae,,Eucereon zamorae,
545,Erebidae / Arctiinae,Eucereon,zephyrum,,Eucereon zephyrum,
546,Erebidae / Arctiinae,Euchaetes,antica,,Euchaetes antica,
547,Erebidae / Arctiinae,Euchaetes,elegans,,Euchaetes elegans,
548,Erebidae / Arctiinae,Euchaetes,expressa,,Euchaetes expressa,
549,Erebidae / Arctiinae,Euchaetes,mitis,,Euchaetes mitis,
550,Erebidae / Arctiinae,Eurylomia,ochreata,,Eurylomia ochreata,
551,Erebidae / Arctiinae,Gloora,alba,,Gloora alba,
552,Erebidae / Arctiinae,Gymnelia,beatrix,,Gymnelia beatrix,
553,Erebidae / Arctiinae,Gymnelia,colona,,Gymnelia colona,
554,Erebidae / Arctiinae,Gymnelia,frutera,,Gymnelia frutera,
555,Erebidae / Arctiinae,Gymnelia,guapila,,Gymnelia guapila,
556,Erebidae / Arctiinae,Gymnelia,nobilis,,Gymnelia nobilis,
557,Erebidae / Arctiinae,Gymnelia,salvini,,Gymnelia salvini,
558,Erebidae / Arctiinae,Heliura,baleris,,Heliura baleris,
559,Erebidae / Arctiinae,Heliura,balium,,Heliura balium,
560,Erebidae / Arctiinae,Heliura,banoca,,Heliura banoca,
561,Erebidae / Arctiinae,Heliura,rhodophila,,Heliura rhodophila,
562,Erebidae / Arctiinae,Heliura,tetragramma,,Heliura tetragramma,
563,Erebidae / Arctiinae,Heliura,thysbodes,,Heliura thysbodes,
564,Erebidae / Arctiinae,Histioea,meldolae,,Histioea meldolae,
565,Erebidae / Arctiinae,Holophaea,cardinalis,,Holophaea cardinalis,
566,Erebidae / Arctiinae,Holophaea,gentilicia,,Holophaea gentilicia,
567,Erebidae / Arctiinae,Holophaea,lycone,,Holophaea lycone,
568,Erebidae / Arctiinae,Holophaea,ruatana,,Holophaea ruatana,
569,Erebidae / Arctiinae,Homoeocera,crassa,,Homoeocera crassa,
570,Erebidae / Arctiinae,Homoeocera,gigantea,,Homoeocera gigantea,
571,Erebidae / Arctiinae,Homoeocera,muertensis,,Homoeocera muertensis,
572,Erebidae / Arctiinae,Homoeocera,rodriguezi,,Homoeocera rodriguezi,
573,Erebidae / Arctiinae,Homoeocera,strictosoma,,Homoeocera strictosoma,
574,Erebidae / Arctiinae,Horama,oedippus,,Horama oedippus,
575,Erebidae / Arctiinae,Horama,plumipes,,Horama plumipes,
576,Erebidae / Arctiinae,Hyaleucerea,gigantea,,Hyaleucerea gigantea,
577,Erebidae / Arctiinae,Hyaleucerea,morosa,,Hyaleucerea morosa,
578,Erebidae / Arctiinae,Hyaleucerea,panacea,,Hyaleucerea panacea,
579,Erebidae / Arctiinae,Hyaleucerea,sororia,,Hyaleucerea sororia,
580,Erebidae / Arctiinae,Hyda,basilutea,,Hyda basilutea,
581,Erebidae / Arctiinae,Hypocharis,clusia,,Hypocharis clusia,
582,Erebidae / Arctiinae,Isanthrene,cazador,,Isanthrene cazador,
583,Erebidae / Arctiinae,Isanthrene,championi,,Isanthrene championi,
584,Erebidae / Arctiinae,Isanthrene,crabroniformis,,Isanthrene crabroniformis,
585,Erebidae / Arctiinae,Isanthrene,echemon,,Isanthrene echemon,
586,Erebidae / Arctiinae,Isanthrene,felderi,,Isanthrene felderi,
587,Erebidae / Arctiinae,Isanthrene,monticola,,Isanthrene monticola,
588,Erebidae / Arctiinae,Ixylasia,schausi,,Ixylasia schausi,
589,Erebidae / Arctiinae,Leucopleura,ciarana,,Leucopleura ciarana,
590,Erebidae / Arctiinae,Leucopleura,cucadma,,Leucopleura cucadma,
591,Erebidae / Arctiinae,Leucotmemis,nexa,,Leucotmemis nexa,
592,Erebidae / Arctiinae,Loxophlebia,davisi,,Loxophlebia davisi,
593,Erebidae / Arctiinae,Loxophlebia,egregia,,Loxophlebia egregia,
594,Erebidae / Arctiinae,Loxophlebia,flavipicta,,Loxophlebia flavipicta,
595,Erebidae / Arctiinae,Loxophlebia,geminata,,Loxophlebia geminata,
596,Erebidae / Arctiinae,Loxophlebia,imitata,,Loxophlebia imitata,
597,Erebidae / Arctiinae,Loxophlebia,masa,,Loxophlebia masa,
598,Erebidae / Arctiinae,Loxophlebia,peralta,,Loxophlebia peralta,
599,Erebidae / Arctiinae,Macrocneme,adonis,,Macrocneme adonis,
600,Erebidae / Arctiinae,Macrocneme,cabimensis,,Macrocneme cabimensis,
601,Erebidae / Arctiinae,Macrocneme,caerulescens,,Macrocneme caerulescens,
602,Erebidae / Arctiinae,Macrocneme,iole,,Macrocneme iole,
603,Erebidae / Arctiinae,Macrocneme,lades,,Macrocneme lades,
604,Erebidae / Arctiinae,Macrocneme,leucostigma,,Macrocneme leucostigma,
605,Erebidae / Arctiinae,Macrocneme,thyridia,,Macrocneme thyridia,
606,Erebidae / Arctiinae,Mesothen,dorsimacula,,Mesothen dorsimacula,
607,Erebidae / Arctiinae,Mesothen,ethela,,Mesothen ethela,
608,Erebidae / Arctiinae,Mesothen,montana,,Mesothen montana,
609,Erebidae / Arctiinae,Mesothen,pyrrha,,Mesothen pyrrha,
610,Erebidae / Arctiinae,Mesothen,temperata,,Mesothen temperata,
611,Erebidae / Arctiinae,Metacrocea,postflava,,Metacrocea postflava,
612,Erebidae / Arctiinae,Metastatia,pyrrhorhoea,,Metastatia pyrrhorhoea,
613,Erebidae / Arctiinae,Metaxanthia,atribasis,,Metaxanthia atribasis,
614,Erebidae / Arctiinae,Metaxanthia,vespiformis,,Metaxanthia vespiformis,
615,Erebidae / Arctiinae,Mydromera,notochloris,,Mydromera notochloris,
616,Erebidae / Arctiinae,Myrmecopsis,polistes,,Myrmecopsis polistes,
617,Erebidae / Arctiinae,Myrmecopsis,strigosa,,Myrmecopsis strigosa,
618,Erebidae / Arctiinae,Nelphe,confinis,,Nelphe confinis,
619,Erebidae / Arctiinae,Nelphe,relegatum,,Nelphe relegatum,
620,Erebidae / Arctiinae,Nyridela,xanthocera,,Nyridela xanthocera,
621,Erebidae / Arctiinae,Phaenarete,diana,,Phaenarete diana,
622,Erebidae / Arctiinae,Pheia,albisigna,,Pheia albisigna,
623,Erebidae / Arctiinae,Pheia,drucei,,Pheia drucei,
624,Erebidae / Arctiinae,Pheia,lateralis,,Pheia lateralis,
625,Erebidae / Arctiinae,Pheia,utica,,Pheia utica,
626,Erebidae / Arctiinae,Phoenicoprocta,insperata,,Phoenicoprocta insperata,
627,Erebidae / Arctiinae,Phoenicoprocta,lydia,,Phoenicoprocta lydia,
628,Erebidae / Arctiinae,Phoenicoprocta,paucipuncta,,Phoenicoprocta paucipuncta,
629,Erebidae / Arctiinae,Phoenicoprocta,sanguinea,,Phoenicoprocta sanguinea,
630,Erebidae / Arctiinae,Poliopastea,auripes,,Poliopastea auripes,
631,Erebidae / Arctiinae,Poliopastea,clavipes,,Poliopastea clavipes,
632,Erebidae / Arctiinae,Poliopastea,cyllarus,,Poliopastea cyllarus,
633,Erebidae / Arctiinae,Poliopastea,evelina,,Poliopastea evelina,
634,Erebidae / Arctiinae,Poliopastea,laciades,,Poliopastea laciades,
635,Erebidae / Arctiinae,Poliopastea,lamprosoma,,Poliopastea lamprosoma,
636,Erebidae / Arctiinae,Poliopastea,nigritarsia,,Poliopastea nigritarsia,
637,Erebidae / Arctiinae,Pompiliodes,albomarginata,,Pompiliodes albomarginata,
638,Erebidae / Arctiinae,Pompiliodes,aliena,,Pompiliodes aliena,
639,Erebidae / Arctiinae,Pompiliodes,postica,,Pompiliodes postica,
640,Erebidae / Arctiinae,Pompilopsis,tarsalis,,Pompilopsis tarsalis,
641,Erebidae / Arctiinae,Pseudohyaleucerea,vulnerata,,Pseudohyaleucerea vulnerata,
642,Erebidae / Arctiinae,Pseudomya,melanthoides,,Pseudomya melanthoides,
643,Erebidae / Arctiinae,Pseudosphex,ichneumonea,,Pseudosphex ichneumonea,
644,Erebidae / Arctiinae,Pseudosphex,laticincta,,Pseudosphex laticincta,
645,Erebidae / Arctiinae,Pseudosphex,leovazquezae,,Pseudosphex leovazquezae,
646,Erebidae / Arctiinae,Pseudosphex,mellita,,Pseudosphex mellita,
647,Erebidae / Arctiinae,Pseudosphex,moza,,Pseudosphex moza,
648,Erebidae / Arctiinae,Pseudosphex,sodalis,,Pseudosphex sodalis,
649,Erebidae / Arctiinae,Psilopleura,dolens,,Psilopleura dolens,
650,Erebidae / Arctiinae,Psilopleura,vittata,,Psilopleura vittata,
651,Erebidae / Arctiinae,Psoloptera,basifulva,,Psoloptera basifulva,
652,Erebidae / Arctiinae,Psoloptera,thoracica,,Psoloptera thoracica,
653,Erebidae / Arctiinae,Rhynchopyga,flavicollis,,Rhynchopyga flavicollis,
654,Erebidae / Arctiinae,Rhynchopyga,subflamma,,Rhynchopyga subflamma,
655,Erebidae / Arctiinae,Sarosa,mora,,Sarosa mora,
656,Erebidae / Arctiinae,Saurita,anselma,,Saurita anselma,
657,Erebidae / Arctiinae,Saurita,concisa,,Saurita concisa,
658,Erebidae / Arctiinae,Saurita,costaricae,,Saurita costaricae,
659,Erebidae / Arctiinae,Saurita,cryptoleuca,,Saurita cryptoleuca,
660,Erebidae / Arctiinae,Saurita,diffusa,,Saurita diffusa,
661,Erebidae / Arctiinae,Saurita,fumosa,,Saurita fumosa,
662,Erebidae / Arctiinae,Saurita,latens,,Saurita latens,
663,Erebidae / Arctiinae,Saurita,phoenicosticta,,Saurita phoenicosticta,
664,Erebidae / Arctiinae,Saurita,rubripuncta,,Saurita rubripuncta,
665,Erebidae / Arctiinae,Saurita,sanguinea,,Saurita sanguinea,
666,Erebidae / Arctiinae,Saurita,stryma,,Saurita stryma,
667,Erebidae / Arctiinae,Saurita,submacula,,Saurita submacula,
668,Erebidae / Arctiinae,Saurita,temenus,,Saurita temenus,
669,Erebidae / Arctiinae,Saurita,tipulina,,Saurita tipulina,
670,Erebidae / Arctiinae,Sauritinia,dubiosa,,Sauritinia dubiosa,
671,Erebidae / Arctiinae,Scelilasia,erythrozonata,,Scelilasia erythrozonata,
672,Erebidae / Arctiinae,Scena,potentia,,Scena potentia,
673,Erebidae / Arctiinae,Sciopsyche,tropica,,Sciopsyche tropica,
674,Erebidae / Arctiinae,Sphecosoma,cognata,,Sphecosoma cognata,
675,Erebidae / Arctiinae,Sphecosoma,deceptrix,,Sphecosoma deceptrix,
676,Erebidae / Arctiinae,Syntomeida,melanthus,,Syntomeida melanthus,
677,Erebidae / Arctiinae,Syntomeida,syntomoides,,Syntomeida syntomoides,
678,Erebidae / Arctiinae,Syntrichura,reba,,Syntrichura reba,
679,Erebidae / Arctiinae,Theages,decorum,,Theages decorum,
680,Erebidae / Arctiinae,Theages,flavicaput,,Theages flavicaput,
681,Erebidae / Arctiinae,Theages,xanthura,,Theages xanthura,
682,Erebidae / Arctiinae,Thysanoprymna,haemorrhoides,,Thysanoprymna haemorrhoides,
683,Erebidae / Arctiinae,Thysanoprymna,hampsoni,,Thysanoprymna hampsoni,
684,Erebidae / Arctiinae,Thysanoprymna,morio,,Thysanoprymna morio,
685,Erebidae / Arctiinae,Thysanoprymna,superba,,Thysanoprymna superba,
686,Erebidae / Arctiinae,Trichura,cerberus,,Trichura cerberus,
687,Erebidae / Arctiinae,Trichura,druryi,,Trichura druryi,
688,Erebidae / Arctiinae,Trichura,esmeralda,,Trichura esmeralda,
689,Erebidae / Arctiinae,Trichura,latifascia,,Trichura latifascia,
690,Erebidae / Arctiinae,Uranophora,albiplaga,,Uranophora albiplaga,
