Family,Genus,Species,Subspecies,species_name_provided,authority_name_provided
Notodontidae,Erbessa,salvini,,Erbessa salvini,
Notodontidae,Erbessa,stroudi,,Erbessa stroudi,
Notodontidae,Hadesina,caerulescens,,Hadesina caerulescens,
Notodontidae,Hadesina,goeleti,,Hadesina goeleti,
Notodontidae,Isostyla,ithomeina,,Isostyla ithomeina,
Notodontidae,Isostyla,zetila,,Isostyla zetila,
Notodontidae,Nebulosa,creon,,Nebulosa creon,
Notodontidae,Nebulosa,crypsispila,,Nebulosa crypsispila,
Notodontidae,Nebulosa,erymas,,Nebulosa erymas,
Notodontidae,Nebulosa,halesius,,Nebulosa halesius,
Notodontidae,Nebulosa,rudicula,,Nebulosa rudicula,
Notodontidae,Oricia,homalochroa,,Oricia homalochroa,
Notodontidae,Oricia,truncata,,Oricia truncata,
Notodontidae,Phaeochlaena,costaricensis,,Phaeochlaena costaricensis,
Notodontidae,Phaeochlaena,gyon,,Phaeochlaena gyon,
Notodontidae,Phanoptis,cyanomelas,,Phanoptis cyanomelas,
Notodontidae,Phanoptis,vitrina,,Phanoptis vitrina,
Notodontidae,Polypoetes,approximans,,Polypoetes approximans,
Notodontidae,Polypoetes,etearchus,,Polypoetes etearchus,
Notodontidae,Polypoetes,haruspex,,Polypoetes haruspex,
Notodontidae,Polypoetes,villia,,Polypoetes villia,
Notodontidae,Polypoetes,wagneri,,Polypoetes wagneri,
Notodontidae,Pseudoricia,flavizoma,,Pseudoricia flavizoma,
Notodontidae,Sagittala,peba,,Sagittala peba,
Notodontidae,Scotura,aeroptera,,Scotura aeroptera,
Notodontidae,Scotura,annulata,,Scotura annulata,
Notodontidae,Scotura,bugabensis,,Scotura bugabensis,
Notodontidae,Scotura,leucophleps,,Scotura leucophleps,
Notodontidae,Tithraustes,albinigra,,Tithraustes albinigra,
Notodontidae,Tithraustes,deiphon,,Tithraustes deiphon,
Notodontidae,Tithraustes,esernius,,Tithraustes esernius,
Notodontidae,Tithraustes,haemon,,Tithraustes haemon,
Notodontidae,Tithraustes,lambertae,,Tithraustes lambertae,
Notodontidae,Tithraustes,noctiluces,,Tithraustes noctiluces,
Notodontidae,Tithraustes,snyderi,,Tithraustes snyderi,
Notodontidae,Xenorma,cytheris,,Xenorma cytheris,
Notodontidae,Getta,tica,,Getta tica,
Notodontidae,Josia,frigida,,Josia frigida,
Notodontidae,Josia,gigantea,,Josia gigantea,
Notodontidae,Lyces,cruciata,,Lyces cruciata,
Notodontidae,Proutiella,ilaire,,Proutiella ilaire,
Notodontidae,Cargida,pyrrha,,Cargida pyrrha,
Notodontidae,Crinodes,besckei,,Crinodes besckei,
Notodontidae,Crinodes,guatemalena,,Crinodes guatemalena,
Notodontidae,Crinodes,huebneri,,Crinodes huebneri,
Notodontidae,Crinodes,ritsemae,,Crinodes ritsemae,
Notodontidae,Crinodes,schausi,,Crinodes schausi,
Notodontidae,Crinodes,striolata,,Crinodes striolata,
Notodontidae,Goacampa,variabilis,,Goacampa variabilis,
Notodontidae,Apela,divisa,,Apela divisa,
Notodontidae,Apela,dubiosa,,Apela dubiosa,
Notodontidae,Apela,neobule,,Apela neobule,
Notodontidae,Canodia,difformis,,Canodia difformis,
Notodontidae,Hemiceras,affinis,,Hemiceras affinis,
Notodontidae,Hemiceras,alba,,Hemiceras alba,
Notodontidae,Hemiceras,albulana,,Hemiceras albulana,
Notodontidae,Hemiceras,amanda,,Hemiceras amanda,
Notodontidae,Hemiceras,avangareza,,Hemiceras avangareza,
Notodontidae,Hemiceras,bilinea,,Hemiceras bilinea,
Notodontidae,Hemiceras,cadmia,,Hemiceras cadmia,
Notodontidae,Hemiceras,ceiba,,Hemiceras ceiba,
Notodontidae,Hemiceras,celia,,Hemiceras celia,
Notodontidae,Hemiceras,clarki,,Hemiceras clarki,
Notodontidae,Hemiceras,coatina,,Hemiceras coatina,
Notodontidae,Hemiceras,conspirata,,Hemiceras conspirata,
Notodontidae,Hemiceras,constellata,,Hemiceras constellata,
Notodontidae,Hemiceras,corema,,Hemiceras corema,
Notodontidae,Hemiceras,flava,,Hemiceras flava,
Notodontidae,Hemiceras,flavescens,,Hemiceras flavescens,
Notodontidae,Hemiceras,indistans,,Hemiceras indistans,
Notodontidae,Hemiceras,losa,,Hemiceras losa,
Notodontidae,Hemiceras,metastigma,,Hemiceras metastigma,
Notodontidae,Hemiceras,modesta,,Hemiceras modesta,
Notodontidae,Hemiceras,monegonda,,Hemiceras monegonda,
Notodontidae,Hemiceras,muscosa,,Hemiceras muscosa,
Notodontidae,Hemiceras,nigrescens,,Hemiceras nigrescens,
Notodontidae,Hemiceras,nigricosta,,Hemiceras nigricosta,
Notodontidae,Hemiceras,oleaginea,,Hemiceras oleaginea,
Notodontidae,Hemiceras,pallidula,,Hemiceras pallidula,
Notodontidae,Hemiceras,pernubila,,Hemiceras pernubila,
Notodontidae,Hemiceras,plana,,Hemiceras plana,
Notodontidae,Hemiceras,plusiata,,Hemiceras plusiata,
Notodontidae,Hemiceras,pulverula,,Hemiceras pulverula,
Notodontidae,Hemiceras,punctata,,Hemiceras punctata,
Notodontidae,Hemiceras,rava,,Hemiceras rava,
Notodontidae,Hemiceras,rufescens,,Hemiceras rufescens,
Notodontidae,Hemiceras,sabis,,Hemiceras sabis,
Notodontidae,Hemiceras,sericita,,Hemiceras sericita,
Notodontidae,Hemiceras,siderea,,Hemiceras siderea,
Notodontidae,Hemiceras,singuloides,,Hemiceras singuloides,
Notodontidae,Hemiceras,soso,,Hemiceras soso,
Notodontidae,Hemiceras,sparsipennis,,Hemiceras sparsipennis,
Notodontidae,Hemiceras,subo,,Hemiceras subo,
Notodontidae,Hemiceras,torva,,Hemiceras torva,
Notodontidae,Hemiceras,tranducta,,Hemiceras tranducta,
Notodontidae,Hemiceras,vecina,,Hemiceras vecina,
Notodontidae,Hemiceras,vinicosta,,Hemiceras vinicosta,
Notodontidae,Hemiceras,violascens,,Hemiceras violascens,
Notodontidae,Hemiceras,walkeri,,Hemiceras walkeri,
Notodontidae,Hemiceras,zula,,Hemiceras zula,
Notodontidae,Amaricampa,butori,,Amaricampa butori,
Notodontidae,Boriza,crossaea,,Boriza crossaea,
Notodontidae,Boriza,tonac,,Boriza tonac,
Notodontidae,Cecrita,biundata,,Cecrita biundata,
Notodontidae,Disphragis,aemula,,Disphragis aemula,
Notodontidae,Disphragis,altilis,,Disphragis altilis,
Notodontidae,Disphragis,apparata,,Disphragis apparata,
Notodontidae,Disphragis,baracoana,,Disphragis baracoana,
Notodontidae,Disphragis,bifurcata,,Disphragis bifurcata,
Notodontidae,Disphragis,bochica,,Disphragis bochica,
Notodontidae,Disphragis,carantis,,Disphragis carantis,
