accepted_taxon_key,order_name,family_name,genus_name,search_species_name,gbif_species_name,confidence,status,match_type,rank,source
5108312,Lepidoptera,Zygaenidae,Cyclosia,Cyclosia nivipetens,Cyclosia nivipetens,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
5108318,Lepidoptera,Zygaenidae,Cyclosia,Cyclosia papilionaris,Cyclosia papilionaris,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
5108335,Lepidoptera,Zygaenidae,Cyclosia,Cyclosia pieridoides,Cyclosia pieridoides,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
5108259,Lepidoptera,Zygaenidae,Cyclosia,Cyclosia sordidus,Cyclosia sordidus,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1754368,Lepidoptera,Zygaenidae,Eterusia,Eterusia aedea,Eterusia aedea,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
10094566,Lepidoptera,Zygaenidae,Eterusia,Eterusia risa,Eterusia risa,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1754533,Lepidoptera,Zygaenidae,Pidorus,Pidorus corculum,Pidorus corculum,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1754263,Lepidoptera,Zygaenidae,Pompelon,Pompelon marginata,Pompelon marginata,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1754497,Lepidoptera,Zygaenidae,Prosopandrophila,Prosopandrophila distincta,Prosopandrophila distincta,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1754712,Lepidoptera,Zygaenidae,Psaphis,Psaphis camadeva,Psaphis camadeva,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
11765987,Lepidoptera,Zygaenidae,Artona,Artona hainana,Artona walkeri,99,SYNONYM,EXACT,SPECIES,Tbilisi04October2023
