accepted_taxon_key,order_name,family_name,genus_name,search_species_name,gbif_species_name,confidence,status,match_type,rank,source
1860942,Lepidoptera,Adelidae,Nemophora,Nemophora aurisparsella,Nemophora aurisparsella,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1860786,Lepidoptera,Adelidae,Nemophora,Nemophora decisella,Nemophora decisella,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1830702,Lepidoptera,Attevidae,Atteva,Atteva fabriciella,Atteva fabriciella,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
9004359,Lepidoptera,Attevidae,Atteva,Atteva wallengreni,Atteva wallengreni,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
11537408,Lepidoptera,Bombycidae,Gunda,Gunda subnotata,Gunda subnotata,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1868409,Lepidoptera,Bombycidae,Ocinara,Ocinara albicollis,Ocinara albicollis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1868499,Lepidoptera,Bombycidae,Penicillifera,Penicillifera apicalis,Penicillifera apicalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
4702564,Lepidoptera,Bombycidae,Trilocha,Trilocha varians,Trilocha varians,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
6217651,Lepidoptera,Brachodidae,Phycodes,Nigilgia anactis,Phycodes limata,99,SYNONYM,EXACT,SPECIES,Tbilisi04October2023
-1,NotAvail,NotAvail,NotAvail,Synechodes rotanicola,NotAvail,100,NotAvail,NONE,NotAvail,Tbilisi04October2023
5141344,Lepidoptera,Callidulidae,Tetragonus,Tetragonus catamitus,Tetragonus catamitus,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
11560272,Lepidoptera,Callidulidae,Tetragonus,Tetragonus lycaenoides,Tetragonus lycaenoides,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
5123489,Lepidoptera,Choreutidae,Anthophila,Choreutis amethystodes,Anthophila amethystodes,99,SYNONYM,EXACT,SPECIES,Tbilisi04October2023
-1,NotAvail,NotAvail,NotAvail,Choreutis argoxantha,NotAvail,100,NotAvail,NONE,NotAvail,Tbilisi04October2023
5880040,Lepidoptera,Choreutidae,Choreutis,Choreutis basalis,Choreutis basalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
5123523,Lepidoptera,Choreutidae,Anthophila,Choreutis emplecta,Anthophila emplecta,99,SYNONYM,EXACT,SPECIES,Tbilisi04October2023
5880041,Lepidoptera,Choreutidae,Choreutis,Choreutis ophiosema,Choreutis ophiosema,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
6132546,Lepidoptera,Choreutidae,Choreutis,Choreutis orthogona,Choreutis orthogona,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
10361029,Lepidoptera,Choreutidae,Choreutis,Choreutis periploca,Choreutis periploca,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
5123419,Lepidoptera,Choreutidae,Choreutis,Choreutis sexfasciella,Choreutis sexfasciella,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
-1,NotAvail,NotAvail,NotAvail,Choreutis tigroides,NotAvail,100,NotAvail,NONE,NotAvail,Tbilisi04October2023
5123485,Lepidoptera,Choreutidae,Anthophila,Choreutis xanthogramma,Anthophila xanthogramma,99,SYNONYM,EXACT,SPECIES,Tbilisi04October2023
1860261,Lepidoptera,Choreutidae,Saptha,Saptha beryllitis,Saptha pretiosa,99,SYNONYM,EXACT,SPECIES,Tbilisi04October2023
1860259,Lepidoptera,Choreutidae,Saptha,Saptha exanthista,Saptha exanthista,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
9755262,Lepidoptera,Cosmopterigidae,Gisilia,Gisilia thoracista,Gisilia thoracista,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1843490,Lepidoptera,Cosmopterigidae,Labdia,Labdia stibogramma,Labdia stibogramma,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1843319,Lepidoptera,Cosmopterigidae,Macrobathra,Macrobathra hedrastis,Macrobathra hedrastis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
11714817,Lepidoptera,Cossidae,Bergaris,Bergaris lutescens,Bergaris lutescens,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
10183605,Lepidoptera,Cossidae,Bergaris,Bergaris malayica,Bergaris malayica,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
8008237,Lepidoptera,Cossidae,Duomitus,Duomitus ceramica,Duomitus ceramicus,97,ACCEPTED,FUZZY,SPECIES,Tbilisi04October2023
7933193,Lepidoptera,Cossidae,Neurozerra,Neurozerra conferta,Neurozerra conferta,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
8332109,Lepidoptera,Cossidae,Panau,Panau adusta,Panau adusta,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
9943276,Lepidoptera,Cossidae,Panau,Panau quarlesi,Panau quarlesi,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
7879559,Lepidoptera,Cossidae,Zeurrora,Zeuzera indica,Zeurrora indica,99,SYNONYM,EXACT,SPECIES,Tbilisi04October2023
1872359,Lepidoptera,Crambidae,Cataclysta,Cataclysta angulata,Cataclysta angulata,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1884132,Lepidoptera,Crambidae,Nymphula,Elophila manilensis,Nymphula manilensis,99,SYNONYM,EXACT,SPECIES,Tbilisi04October2023
1887538,Lepidoptera,Crambidae,Eristena,Eristena mangalis,Eristena mangalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1890261,Lepidoptera,Crambidae,Nymphicula,Nymphicula blandialis,Nymphicula blandialis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1880482,Lepidoptera,Crambidae,Paracataclysta,Paracataclysta fuscalis,Paracataclysta fuscalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1884428,Lepidoptera,Crambidae,Parapoynx,Parapoynx allionealis,Parapoynx allionealis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1884441,Lepidoptera,Crambidae,Parapoynx,Parapoynx bilinealis,Parapoynx bilinealis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1884461,Lepidoptera,Crambidae,Parapoynx,Parapoynx crisonalis,Parapoynx crisonalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1884479,Lepidoptera,Crambidae,Parapoynx,Parapoynx diminutalis,Parapoynx diminutalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1884437,Lepidoptera,Crambidae,Parapoynx,Parapoynx fluctuosalis,Parapoynx fluctuosalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1884449,Lepidoptera,Crambidae,Parapoynx,Parapoynx stagnalis,Parapoynx stagnalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1884434,Lepidoptera,Crambidae,Parapoynx,Parapoynx villidalis,Parapoynx villidalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1885569,Lepidoptera,Crambidae,Strepsinoma,Strepsinoma croesusalis,Strepsinoma croesusalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
5127158,Lepidoptera,Crambidae,Symphonia,Symphonia multipictalis,Symphonia multipictalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1890218,Lepidoptera,Crambidae,Calamotropha,Calamotropha obliterans,Calamotropha obliterans,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1881515,Lepidoptera,Crambidae,Culladia,Culladia hastiferalis,Culladia hastiferalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1891201,Lepidoptera,Crambidae,Euchromius,Euchromius pygmaea,Euchromius pygmaea,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1884628,Lepidoptera,Crambidae,Glaucocharis,Glaucocharis margretella,Glaucocharis margretella,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1884560,Lepidoptera,Crambidae,Glaucocharis,Glaucocharis subalbilinealis,Glaucocharis subalbilinealis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1884671,Lepidoptera,Crambidae,Erpis,Erpis macularis,Erpis macularis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1879408,Lepidoptera,Crambidae,Hellula,Hellula undalis,Hellula undalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1889128,Lepidoptera,Crambidae,Ambia,Ambia decoralis,Ambia decoralis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1888454,Lepidoptera,Pyralidae,Drosophantis,Drosophantis caeruleata,Drosophantis caeruleata,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
-1,NotAvail,NotAvail,NotAvail,Lygomusotima stria,NotAvail,100,NotAvail,NONE,NotAvail,Tbilisi04October2023
1890067,Lepidoptera,Pyralidae,Musotima,Musotima suffusalis,Musotima suffusalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
10008949,Lepidoptera,Pyralidae,Neomusotima,Neomusotima conspurcatalis,Neomusotima conspurcatalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1885745,Lepidoptera,Crambidae,Autocharis,Autocharis amethystina,Autocharis fessalis,99,SYNONYM,EXACT,SPECIES,Tbilisi04October2023
1885763,Lepidoptera,Crambidae,Autocharis,Autocharis hedyphaes,Autocharis hedyphaes,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1885661,Lepidoptera,Crambidae,Balaenifrons,Balaenifrons ochrochroa,Balaenifrons ochrochroa,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1885671,Lepidoptera,Crambidae,Boeotarcha,Boeotarcha martinalis,Boeotarcha martinalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1883873,Lepidoptera,Crambidae,Hemiscopis,Hemiscopis sanguinea,Hemiscopis sanguinea,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1890031,Lepidoptera,Crambidae,Heortia,Heortia vitessoides,Heortia vitessoides,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1886036,Lepidoptera,Crambidae,Pitama,Pitama hermesalis,Pitama hermesalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1884421,Lepidoptera,Crambidae,Pseudonoorda,Pseudonoorda nigropunctalis,Pseudonoorda nigropunctalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1880353,Lepidoptera,Crambidae,Syntonarcha,Syntonarcha iriastis,Syntonarcha iriastis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1889578,Lepidoptera,Crambidae,Taurometopa,Taurometopa pyrometalla,Taurometopa pyrometalla,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1881336,Lepidoptera,Crambidae,Agrioglypta,Agrioglypta itysalis,Agrioglypta itysalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1884902,Lepidoptera,Crambidae,Botyodes,Botyodes caldusalis,Botyodes caldusalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1890335,Lepidoptera,Crambidae,Cnaphalocrocis,Cnaphalocrocis poeyalis,Cnaphalocrocis poeyalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1879141,Lepidoptera,Crambidae,Crypsiptya,Crypsiptya coclesalis,Crypsiptya coclesalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1887681,Lepidoptera,Crambidae,Erinothus,Erinothus lollialis,Erinothus lollialis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
5127402,Lepidoptera,Crambidae,Hoplisa,Hoplisa xipharesalis,Hoplisa xipharesalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
6133158,Lepidoptera,Crambidae,Isocentris,Isocentris filalis,Isocentris filalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1889358,Lepidoptera,Crambidae,Mabra,Mabra nigriscripta,Mabra nigriscripta,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1884870,Lepidoptera,Crambidae,Pagyda,Pagyda furcatalis,Pagyda furcatalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1884869,Lepidoptera,Crambidae,Pagyda,Pagyda lustralis,Pagyda lustralis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1884844,Lepidoptera,Crambidae,Pagyda,Pagyda salvalis,Pagyda salvalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
-1,NotAvail,NotAvail,NotAvail,"Peribona venosa Butler,1889",NotAvail,100,NotAvail,NONE,NotAvail,Tbilisi04October2023
1882753,Lepidoptera,Crambidae,Prooedema,Prooedema inscisalis,Prooedema inscisalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1891583,Lepidoptera,Crambidae,Pycnarmon,Pycnarmon cribrata,Pycnarmon cribrata,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1882313,Lepidoptera,Crambidae,Pyralausta,Pyralausta bivialis,Pyralausta bivialis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1890410,Lepidoptera,Crambidae,Pyrausta,Pyrausta phoenicealis,Pyrausta phoenicealis,98,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1885945,Lepidoptera,Crambidae,Rhimphaliodes,Rhimphaliodes macrostigma,Rhimphaliodes macrostigma,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
10145421,Lepidoptera,Crambidae,Symmoracma,Symmoracma minoralis,Symmoracma minoralis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1882272,Lepidoptera,Crambidae,Tatobotys,Tatobotys janapalis,Tatobotys janapalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1882275,Lepidoptera,Crambidae,Tatobotys,Tatobotys varanesalis,Tatobotys varanesalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1889365,Lepidoptera,Crambidae,Tetridia,Tetridia vinacealis,Tetridia caletoralis,99,SYNONYM,EXACT,SPECIES,Tbilisi04October2023
1881293,Lepidoptera,Crambidae,Scirpophaga,Scirpophaga incertulas,Scirpophaga incertulas,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1880858,Lepidoptera,Crambidae,Aethaloessa,Aethaloessa calidalis,Aethaloessa calidalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
-1,NotAvail,NotAvail,NotAvail,Aethaloessa calidalis tiphalis,NotAvail,99,NotAvail,NONE,NotAvail,Tbilisi04October2023
1878744,Lepidoptera,Crambidae,Aetholix,Aetholix flavibasalis,Aetholix flavibasalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1881329,Lepidoptera,Crambidae,Agrioglypta,Agrioglypta eurytusalis,Agrioglypta eurytusalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1881320,Lepidoptera,Crambidae,Agrioglypta,Agrioglypta excelsalis,Agrioglypta excelsalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1881340,Lepidoptera,Crambidae,Agrioglypta,Agrioglypta zelimalis,Agrioglypta zelimalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1891341,Lepidoptera,Crambidae,Agrotera,Agrotera barcealis,Agrotera barcealis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1891339,Lepidoptera,Crambidae,Agrotera,Agrotera basinotata,Agrotera basinotata,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
-1,NotAvail,NotAvail,NotAvail,Antigastra longipalpis,NotAvail,100,NotAvail,NONE,NotAvail,Tbilisi04October2023
1878664,Lepidoptera,Crambidae,Ategumia,Ategumia adipalis,Ategumia adipalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1884051,Lepidoptera,Crambidae,Bocchoris,Bocchoris inspersalis,Bocchoris inspersalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1884053,Lepidoptera,Crambidae,Bocchoris,Bocchoris trimaculalis,Bocchoris trimaculalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1884909,Lepidoptera,Crambidae,Botyodes,Botyodes asialis,Botyodes asialis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1885835,Lepidoptera,Crambidae,Bradina,Bradina adhaesalis,Bradina adhaesalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1885836,Lepidoptera,Crambidae,Bradina,Bradina admixtalis,Bradina admixtalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1885889,Lepidoptera,Crambidae,Bradina,Bradina macaralis,Bradina macaralis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1888403,Lepidoptera,Crambidae,Caprinia,Caprinia cirralis,Caprinia cirralis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
6133154,Lepidoptera,Crambidae,Chabula,Chabula acamasalis,Chabula acamasalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1884075,Lepidoptera,Crambidae,Bocchoris,Chabula telphusalis,Bocchoris telphusalis,99,SYNONYM,EXACT,SPECIES,Tbilisi04October2023
1883932,Lepidoptera,Crambidae,Chalcidoptera,Chalcidoptera appensalis,Chalcidoptera appensalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1883935,Lepidoptera,Crambidae,Chalcidoptera,Chalcidoptera emissalis,Chalcidoptera emissalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1888906,Lepidoptera,Crambidae,Cirrhochrista,Cirrhochrista annulifera,Cirrhochrista annulifera,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1888911,Lepidoptera,Crambidae,Cirrhochrista,Cirrhochrista fumipalpis,Cirrhochrista fumipalpis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
5734199,Lepidoptera,Crambidae,Cirrhochrista,Cirrhochrista fuscusa,Cirrhochrista fuscusa,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1888891,Lepidoptera,Crambidae,Cirrhochrista,Cirrhochrista kosemponialis,Cirrhochrista kosemponialis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1890320,Lepidoptera,Crambidae,Cnaphalocrocis,Cnaphalocrocis medinalis,Cnaphalocrocis medinalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1890287,Lepidoptera,Crambidae,Cnaphalocrocis,Cnaphalocrocis trebiusalis,Cnaphalocrocis trebiusalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
10472365,Lepidoptera,Crambidae,Conogethes,Conogethes ersealis,Conogethes ersealis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
4532125,Lepidoptera,Crambidae,Conogethes,Conogethes punctiferalis,Conogethes punctiferalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
-1,NotAvail,NotAvail,NotAvail,Conogethes punctiferalis-pinicolalis,NotAvail,100,NotAvail,NONE,NotAvail,Tbilisi04October2023
1884890,Lepidoptera,Crambidae,Cydalima,Cydalima laticostalis,Cydalima laticostalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
5771877,Lepidoptera,Crambidae,Diaphania,Diaphania indica,Diaphania indica,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1887691,Lepidoptera,Crambidae,Diasemia,Diasemia accalis,Diasemia accalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1883788,Lepidoptera,Crambidae,Dichocrocis,Dichocrocis xuthusalis,Dichocrocis xuthusalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1879452,Lepidoptera,Crambidae,Duponchelia,Duponchelia fovealis,Duponchelia fovealis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
-1,NotAvail,NotAvail,NotAvail,Endocrossis flavibasalis,NotAvail,100,NotAvail,NONE,NotAvail,Tbilisi04October2023
1889277,Lepidoptera,Crambidae,Eurrhyparodes,Eurrhyparodes bracteolalis,Eurrhyparodes bracteolalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1889272,Lepidoptera,Crambidae,Eurrhyparodes,Eurrhyparodes tricoloralis,Eurrhyparodes tricoloralis,98,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1885012,Lepidoptera,Crambidae,Filodes,Filodes fulvidorsalis,Filodes fulvidorsalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
5127592,Lepidoptera,Crambidae,Glyphodes,Glyphodes actorionalis,Glyphodes actorionalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
5127675,Lepidoptera,Crambidae,Glyphodes,Glyphodes bicolor,Glyphodes bicolor,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
5127669,Lepidoptera,Crambidae,Glyphodes,Glyphodes bivitralis,Glyphodes bivitralis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
5127698,Lepidoptera,Crambidae,Glyphodes,Glyphodes caesalis,Glyphodes caesalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
5127629,Lepidoptera,Crambidae,Glyphodes,Glyphodes canthusalis,Glyphodes canthusalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
5127554,Lepidoptera,Crambidae,Glyphodes,Glyphodes multilinealis,Glyphodes multilinealis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
5802339,Lepidoptera,Crambidae,Glyphodes,Glyphodes onychinalis,Glyphodes onychinalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
5127633,Lepidoptera,Crambidae,Glyphodes,Glyphodes phytonalis,Glyphodes phytonalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1882965,Lepidoptera,Crambidae,Herpetogramma,Herpetogramma licarsisalis,Herpetogramma licarsisalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1882960,Lepidoptera,Crambidae,Herpetogramma,Herpetogramma phaeopteralis,Herpetogramma phaeopteralis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1882991,Lepidoptera,Crambidae,Herpetogramma,Herpetogramma rudis,Herpetogramma rudis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1879471,Lepidoptera,Crambidae,Hydriris,Hydriris ornatalis,Hydriris ornatalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1886374,Lepidoptera,Crambidae,Hymenia,Hymenia perspectalis,Hymenia perspectalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1881089,Lepidoptera,Crambidae,Hymenoptychis,Hymenoptychis sordida,Hymenoptychis sordida,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1887586,Lepidoptera,Crambidae,Ischnurges,Ischnurges gratiosalis,Ischnurges gratiosalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1891636,Lepidoptera,Crambidae,Lamprosema,Lamprosema tampiusalis,Lamprosema tampiusalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1889552,Lepidoptera,Crambidae,Leucinodes,Leucinodes orbonalis,Leucinodes orbonalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
9294363,Lepidoptera,Crambidae,Lipararchis,Lipararchis tranquillalis,Lipararchis tranquillalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1889356,Lepidoptera,Crambidae,Mabra,Mabra eryxalis,Mabra eryxalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1890335,Lepidoptera,Crambidae,Cnaphalocrocis,Marasmia poeyalis,Cnaphalocrocis poeyalis,99,SYNONYM,EXACT,SPECIES,Tbilisi04October2023
7543006,Lepidoptera,Crambidae,Cnaphalocrocis,Marasmia trapezalis,Marasmia trapezalis,98,DOUBTFUL,EXACT,SPECIES,Tbilisi04October2023
1886726,Lepidoptera,Crambidae,Maruca,Maruca amboinalis,Maruca amboinalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1886733,Lepidoptera,Crambidae,Maruca,Maruca fuscalis,Maruca fuscalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1886729,Lepidoptera,Crambidae,Maruca,Maruca vitrata,Maruca vitrata,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
6121010,Lepidoptera,Crambidae,Metoeca,Metoeca foedalis,Metoeca foedalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
6120803,Lepidoptera,Crambidae,Nacoleia,Nacoleia charesalis,Nacoleia charesalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
-1,NotAvail,NotAvail,NotAvail,Nacoleia inouei,NotAvail,100,NotAvail,NONE,NotAvail,Tbilisi04October2023
9996909,Lepidoptera,Crambidae,Nacoleia,Nacoleia obliqualis,Nacoleia obliqualis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1880852,Lepidoptera,Crambidae,Nevrina,Nevrina procopia,Nevrina procopia,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1883394,Lepidoptera,Crambidae,Niphopyralis,Niphopyralis chionesis,Niphopyralis chionesis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1885263,Lepidoptera,Crambidae,Notarcha,Notarcha aurolinealis,Notarcha aurolinealis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
5126635,Lepidoptera,Crambidae,Omiodes,Omiodes diemenalis,Omiodes diemenalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
9893138,Lepidoptera,Crambidae,Omiodes,Omiodes dispilotalis,Omiodes dispilotalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
5126637,Lepidoptera,Crambidae,Omiodes,Omiodes indicata,Omiodes indicata,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1891889,Lepidoptera,Crambidae,Lamprosema,Omiodes tristrialis,Lamprosema tristrialis,99,SYNONYM,EXACT,SPECIES,Tbilisi04October2023
1882253,Lepidoptera,Crambidae,Omphisa,Omphisa anastomosalis,Omphisa anastomosalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
6121162,Lepidoptera,Crambidae,Orphanostigma,Orphanostigma abruptalis,Orphanostigma abruptalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
10654175,Lepidoptera,Crambidae,Orphanostigma,Orphanostigma angustale,Orphanostigma angustale,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1885723,Lepidoptera,Crambidae,Orphnophanes,Orphnophanes eucerusalis,Orphnophanes eucerusalis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
10397209,Lepidoptera,Crambidae,Orthospila,Orthospila tigrina,Orthospila orissusalis,99,SYNONYM,EXACT,SPECIES,Tbilisi04October2023
1892153,Lepidoptera,Crambidae,Polygrammodes,Pachynoa sabelialis,Polygrammodes sabelialis,99,SYNONYM,EXACT,SPECIES,Tbilisi04October2023
1889737,Lepidoptera,Crambidae,Palpita,Palpita annulifer-group,Palpita annulifer,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1888403,Lepidoptera,Crambidae,Caprinia,Palpita cirralis,Caprinia cirralis,99,SYNONYM,EXACT,SPECIES,Tbilisi04October2023
1889824,Lepidoptera,Crambidae,Palpita,Palpita nigricollis,Palpita nigricollis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
1889833,Lepidoptera,Crambidae,Palpita,Palpita vitrealis,Palpita vitrealis,99,ACCEPTED,EXACT,SPECIES,Tbilisi04October2023
