Family,Genus,Species,Subspecies,species_name_provided,authority_name_provided
Autostichidae,Glyphidocera,luxuriae,,Glyphidocera luxuriae ,
Autostichidae,Glyphidocera,minarum,,Glyphidocera minarum ,
Autostichidae,Glyphidocera,notae,,Glyphidocera notae ,
Autostichidae,Glyphidocera,novercae,,Glyphidocera novercae ,
Autostichidae,Glyphidocera,nubis,,Glyphidocera nubis ,
Autostichidae,Glyphidocera,olivae,,Glyphidocera olivae ,
Autostichidae,Glyphidocera,ollae,,Glyphidocera ollae ,
Autostichidae,Glyphidocera,operae,,Glyphidocera operae ,
Autostichidae,Glyphidocera,orae,,Glyphidocera orae ,
Autostichidae,Glyphidocera,paenulae,,Glyphidocera paenulae ,
Autostichidae,Glyphidocera,pali,,Glyphidocera pali ,
Autostichidae,Glyphidocera,personae,,Glyphidocera personae ,
Autostichidae,Glyphidocera,pilae,,Glyphidocera pilae ,
Autostichidae,Glyphidocera,placentae,,Glyphidocera placentae ,
Autostichidae,Glyphidocera,plebis,,Glyphidocera plebis ,
Autostichidae,Glyphidocera,plumae,,Glyphidocera plumae ,
Autostichidae,Glyphidocera,positurae,,Glyphidocera positurae ,
Autostichidae,Glyphidocera,raedae,,Glyphidocera raedae ,
Autostichidae,Glyphidocera,ranae,,Glyphidocera ranae ,
Autostichidae,Glyphidocera,reginae,,Glyphidocera reginae ,
Autostichidae,Glyphidocera,rodriguezi,,Glyphidocera rodriguezi ,
Autostichidae,Glyphidocera,rubetae,,Glyphidocera rubetae ,
Autostichidae,Glyphidocera,sapphiri,,Glyphidocera sapphiri ,
Autostichidae,Glyphidocera,sardae,,Glyphidocera sardae ,
Autostichidae,Glyphidocera,scuticae,,Glyphidocera scuticae ,
Autostichidae,Glyphidocera,sollertiae,,Glyphidocera sollertiae ,
Autostichidae,Glyphidocera,spathae,,Glyphidocera spathae ,
Autostichidae,Glyphidocera,speculae,,Glyphidocera speculae ,
Autostichidae,Glyphidocera,staerae,,Glyphidocera staerae ,
Autostichidae,Glyphidocera,terrae,,Glyphidocera terrae ,
Autostichidae,Glyphidocera,tibiae,,Glyphidocera tibiae ,
Autostichidae,Glyphidocera,umbrae,,Glyphidocera umbrae ,
Autostichidae,Glyphidocera,vappae,,Glyphidocera vappae ,
Autostichidae,Glyphidocera,virgulae,,Glyphidocera virgulae ,
Autostichidae,Glyphidocera,vocis,,Glyphidocera vocis ,
Autostichidae,Glyphidocera,zamiae,,Glyphidocera zamiae ,
Autostichidae,Glyphidocera,zothecuale,,Glyphidocera zothecuale ,
Blastobasidae,Asaphocrita,coronae,,Asaphocrita coronae ,
Blastobasidae,Asaphocrita,fidei,,Asaphocrita fidei ,
Blastobasidae,Asaphocrita,furciferae,,Asaphocrita furciferae ,
Blastobasidae,Asaphocrita,gerrulae,,Asaphocrita gerrulae ,
Blastobasidae,Asaphocrita,lunae,,Asaphocrita lunae ,
Blastobasidae,Asaphocrita,magae,,Asaphocrita magae ,
Blastobasidae,Asaphocrita,maximae,,Asaphocrita maximae ,
Blastobasidae,Asaphocrita,quietis,,Asaphocrita quietis ,
Blastobasidae,Asaphocrita,rationis,,Asaphocrita rationis ,
Blastobasidae,Barbaloba,jubae,,Barbaloba jubae ,
Blastobasidae,Barbaloba,meleagrisellae,,Barbaloba meleagrisellae ,
Blastobasidae,Blastobasis,abollae,,Blastobasis abollae ,
Blastobasidae,Blastobasis,achaea,,Blastobasis achaea ,
Blastobasidae,Blastobasis,aedes,,Blastobasis aedes ,
Blastobasidae,Blastobasis,babae,,Blastobasis babae ,
Blastobasidae,Blastobasis,balucis,,Blastobasis balucis ,
Blastobasidae,Blastobasis,beo,,Blastobasis beo ,
Blastobasidae,Blastobasis,caetrae,,Blastobasis caetrae ,
Blastobasidae,Blastobasis,chanes,,Blastobasis chanes ,
Blastobasidae,Blastobasis,coffeaella,,Blastobasis coffeaella ,
Blastobasidae,Blastobasis,custodis,,Blastobasis custodis ,
Blastobasidae,Blastobasis,dapis,,Blastobasis dapis ,
Blastobasidae,Blastobasis,deae,,Blastobasis deae ,
Blastobasidae,Blastobasis,deliciolarum,,Blastobasis deliciolarum ,
Blastobasidae,Blastobasis,dicionis,,Blastobasis dicionis ,
Blastobasidae,Blastobasis,echus,,Blastobasis echus ,
Blastobasidae,Blastobasis,erae,,Blastobasis erae ,
Blastobasidae,Blastobasis,fax,,Blastobasis fax ,
Blastobasidae,Blastobasis,furtivus,,Blastobasis furtivus ,
Blastobasidae,Blastobasis,graminea,,Blastobasis graminea ,
Blastobasidae,Blastobasis,iuanae,,Blastobasis iuanae ,
Blastobasidae,Blastobasis,lex,,Blastobasis lex ,
Blastobasidae,Blastobasis,litis,,Blastobasis litis ,
Blastobasidae,Blastobasis,lygdi,,Blastobasis lygdi ,
Blastobasidae,Blastobasis,manto,,Blastobasis manto ,
Blastobasidae,Blastobasis,neniae,,Blastobasis neniae ,
Blastobasidae,Blastobasis,nivis,,Blastobasis nivis ,
Blastobasidae,Blastobasis,orithyia,,Blastobasis orithyia ,
Blastobasidae,Blastobasis,paludis,,Blastobasis paludis ,
Blastobasidae,Blastobasis,phaedra,,Blastobasis phaedra ,
Blastobasidae,Blastobasis,rotae,,Blastobasis rotae ,
Blastobasidae,Blastobasis,rotullae,,Blastobasis rotullae ,
Blastobasidae,Blastobasis,tapetae,,Blastobasis tapetae ,
Blastobasidae,Blastobasis,thyone,,Blastobasis thyone ,
Blastobasidae,Blastobasis,usurae,,Blastobasis usurae ,
Blastobasidae,Blastobasis,vesta,,Blastobasis vesta ,
Blastobasidae,Blastobasis,xiphiae,,Blastobasis xiphiae ,
Blastobasidae,Hallicis,bisetosellus,,Hallicis bisetosellus ,
Blastobasidae,Hallicis,clavicula,,Hallicis clavicula ,
Blastobasidae,Hypatopa,actes,,Hypatopa actes ,
Blastobasidae,Hypatopa,acus,,Hypatopa acus ,
Blastobasidae,Hypatopa,agnae,,Hypatopa agnae ,
Blastobasidae,Hypatopa,arxcis,,Hypatopa arxcis ,
Blastobasidae,Hypatopa,bilobata,,Hypatopa bilobata ,
Blastobasidae,Hypatopa,caedis,,Hypatopa caedis ,
Blastobasidae,Hypatopa,caepae,,Hypatopa caepae ,
Blastobasidae,Hypatopa,cladis,,Hypatopa cladis ,
Blastobasidae,Hypatopa,cotis,,Hypatopa cotis ,
Blastobasidae,Hypatopa,cotytto,,Hypatopa cotytto ,
Blastobasidae,Hypatopa,cyane,,Hypatopa cyane ,
Blastobasidae,Hypatopa,dicax,,Hypatopa dicax ,
Blastobasidae,Hypatopa,dolo,,Hypatopa dolo ,
Blastobasidae,Hypatopa,dux,,Hypatopa dux ,
Blastobasidae,Hypatopa,edax,,Hypatopa edax ,
Blastobasidae,Hypatopa,eos,,Hypatopa eos ,
Blastobasidae,Hypatopa,erato,,Hypatopa erato ,
Blastobasidae,Hypatopa,fio,,Hypatopa fio ,
Blastobasidae,Hypatopa,gena,,Hypatopa gena ,
Blastobasidae,Hypatopa,hecate,,Hypatopa hecate ,
Blastobasidae,Hypatopa,hera,,Hypatopa hera ,
Blastobasidae,Hypatopa,hora,,Hypatopa hora ,
Blastobasidae,Hypatopa,io,,Hypatopa io ,
Blastobasidae,Hypatopa,ira,,Hypatopa ira ,
Blastobasidae,Hypatopa,joniella,,Hypatopa joniella ,
Blastobasidae,Hypatopa,juno,,Hypatopa juno ,
Blastobasidae,Hypatopa,leda,,Hypatopa leda ,
Blastobasidae,Hypatopa,limae,,Hypatopa limae ,
Blastobasidae,Hypatopa,lucina,,Hypatopa lucina ,
Blastobasidae,Hypatopa,manus,,Hypatopa manus ,
Blastobasidae,Hypatopa,mora,,Hypatopa mora ,
Blastobasidae,Hypatopa,musa,,Hypatopa musa ,
Blastobasidae,Hypatopa,nex,,Hypatopa nex ,
Blastobasidae,Hypatopa,nox,,Hypatopa nox ,
Blastobasidae,Hypatopa,phoebe,,Hypatopa phoebe ,
Blastobasidae,Hypatopa,pica,,Hypatopa pica ,
Blastobasidae,Hypatopa,plebis,,Hypatopa plebis ,
Blastobasidae,Hypatopa,rabio,,Hypatopa rabio ,
Blastobasidae,Hypatopa,rea,,Hypatopa rea ,
Blastobasidae,Hypatopa,rudis,,Hypatopa rudis ,
Blastobasidae,Hypatopa,sais,,Hypatopa sais ,
Blastobasidae,Hypatopa,scobis,,Hypatopa scobis ,
Blastobasidae,Hypatopa,semela,,Hypatopa semela ,
Blastobasidae,Hypatopa,solea,,Hypatopa solea ,
Blastobasidae,Hypatopa,styga,,Hypatopa styga ,
Blastobasidae,Hypatopa,tapadulcea,,Hypatopa tapadulcea ,
Blastobasidae,Hypatopa,texla,,Hypatopa texla ,
Blastobasidae,Hypatopa,texo,,Hypatopa texo ,
Blastobasidae,Hypatopa,umbra,,Hypatopa umbra ,
Blastobasidae,Hypatopa,verax,,Hypatopa verax ,
Blastobasidae,Hypatopa,vitis,,Hypatopa vitis ,
Blastobasidae,Hypatopa,vox,,Hypatopa vox ,
Blastobasidae,Pheos,aculeatus,,Pheos aculeatus ,
Blastobasidae,Pigritia,dido,,Pigritia dido ,
Blastobasidae,Pigritia,faux,,Pigritia faux ,
Blastobasidae,Pigritia,gruis,,Pigritia gruis ,
Blastobasidae,Pigritia,haha,,Pigritia haha ,
Blastobasidae,Pigritia,marjoriella,,Pigritia marjoriella ,
Blastobasidae,Pigritia,sedis,,Pigritia sedis ,
Blastobasidae,Pigritia,stips,,Pigritia stips ,
Blastobasidae,Pigritia,ululae,,Pigritia ululae ,
Blastobasidae,Pseudokoleps,akainae,,Pseudokoleps akainae ,
Blastobasidae,Blastobastinae,sp.1,,Blastobastinae sp.1 ,
Blastobasidae,Blastobastinae,sp.2,,Blastobastinae sp.2 ,
Blastobasidae,Blastobastinae,sp.3,,Blastobastinae sp.3 ,
Blastobasidae,Blastobastinae,sp.4,,Blastobastinae sp.4 ,
Blastobasidae,Blastobastinae,sp.5,,Blastobastinae sp.5 ,
Blastobasidae,Blastobastinae,sp.6,,Blastobastinae sp.6 ,
Bombycidae,Cheneya,irrufata,,Cheneya irrufata ,
Bombycidae,Tamphana,marmorea,,Tamphana marmorea ,
Bombycidae,Colla,coelestis,,Colla coelestis ,
Bombycidae,Colla,glaucescens,,Colla glaucescens ,
Bombycidae,Colla,rhodope,,Colla rhodope ,
Bombycidae,Epia,casnonia,,Epia casnonia ,
Bombycidae,Epia,muscosa,,Epia muscosa ,
Bombycidae,Quentalia,cameloi,,Quentalia cameloi ,
Bombycidae,Quentalia,chromana,,Quentalia chromana ,
Bombycidae,Quentalia,denticulata,,Quentalia denticulata ,
Bombycidae,Quentalia,drepanoides,,Quentalia drepanoides ,
Bombycidae,Quentalia,ephonia,,Quentalia ephonia ,
Bombycidae,Quentalia,lividia,,Quentalia lividia ,
Bombycidae,Quentalia,melchthala,,Quentalia melchthala ,
Bombycidae,Quentalia,numalia,,Quentalia numalia ,
Bombycidae,Quentalia,subrufa,,Quentalia subrufa ,
Bombycidae,Quentalia,subumbrata,,Quentalia subumbrata ,
Bombycidae,Quentalia,surynorta,,Quentalia surynorta ,
Brachodidae,Sagalassa,atriflava,,Sagalassa atriflava ,
Brachodidae,Sagalassa,valida,,Sagalassa valida ,
Castniidae,Amauta,cacica,procera,Amauta cacica procera,
Castniidae,Athis,analibiae,,Athis analibiae ,
Castniidae,Athis,clitarcha,,Athis clitarcha ,
Castniidae,Athis,delecta,,Athis delecta ,
Castniidae,Athis,inca,,Athis inca ,
Castniidae,Athis,palatinus,staudingeri,Athis palatinus staudingeri,
Castniidae,Castniomera,humboldti,,Castniomera humboldti ,
Castniidae,Divana,diva,,Divana diva ,
Castniidae,Telchin,atymnius,drucei,Telchin atymnius drucei,
Castniidae,Telchin,atymnius,futilis,Telchin atymnius futilis,
Castniidae,Telchin,evalthe,tica,Telchin evalthe tica,
Castniidae,Telchin,licus,,Telchin licus ,
Castniidae,Zegara,columbina,salvina,Zegara columbina salvina,
Choreutidae,Alasea,corniculata,,Alasea corniculata ,
Choreutidae,Brenthia,hexaselena,,Brenthia hexaselena ,
Choreutidae,Brenthia,monolychna,,Brenthia monolychna ,
Choreutidae,Brenthia,ocellata,,Brenthia ocellata ,
Choreutidae,Brenthia,stimulans,,Brenthia stimulans ,
Choreutidae,Hemerophila,felis,,Hemerophila felis ,
Choreutidae,Hemerophila,gradella,,Hemerophila gradella ,
Choreutidae,Hemerophila,houttuinialis,,Hemerophila houttuinialis ,
Choreutidae,Hemerophila,immarginata,,Hemerophila immarginata ,
Choreutidae,Hemerophila,tristis,,Hemerophila tristis ,
Choreutidae,Hemerophila,xutholopa,,Hemerophila xutholopa ,
Choreutidae,Rhobonda,gaurisana,,Rhobonda gaurisana ,
Choreutidae,Tortyra,caracasiae,,Tortyra caracasiae ,
Choreutidae,Tortyra,chalcodes,,Tortyra chalcodes ,
Choreutidae,Tortyra,cuprinella,,Tortyra cuprinella ,
Choreutidae,Tortyra,ferratella,,Tortyra ferratella ,
Choreutidae,Tortyra,malacozona,,Tortyra malacozona ,
Choreutidae,Tortyra,spectabilis,,Tortyra spectabilis ,
Choreutidae,Tortyra,sporodelta,,Tortyra sporodelta ,
Choreutidae,Zodia,scintillana,,Zodia scintillana ,
Cosmopterigidae,Walshia,BioLep1026,,Walshia BioLep1026 ,
Cosmopterigidae,Cosmopterix,etmylaurae,,Cosmopterix etmylaurae ,
Cosmopterigidae,Cosmopterix,gomezpompai,,Cosmopterix gomezpompai ,
Cosmopterigidae,Cosmopterix,nishidai,,Cosmopterix nishidai ,
Cosmopterigidae,Cosmopterigidae,sp.1,,Cosmopterigidae sp.1 ,
Cosmopterigidae,Cosmopterigidae,sp.2,,Cosmopterigidae sp.2 ,
Cosmopterigidae,Cosmopterigidae,sp.3,,Cosmopterigidae sp.3 ,
Cosmopterigidae,Cosmopterigidae,sp.4,,Cosmopterigidae sp.4 ,
Cossidae,Cossus,nina,,Cossus nina ,
Cossidae,Miacora,sp.1,,Miacora sp.1 ,
Cossidae,Miacora,sp.2,,Miacora sp.2 ,
Cossidae,Miacora,subtropicalis,,Miacora subtropicalis ,
Cossidae,Psychidocossus,infantilis,,Psychidocossus infantilis ,
Cossidae,Trigena,crassa,,Trigena crassa ,
Cossidae,Biocellata,alfarae,,Biocellata alfarae ,
Cossidae,Biocellata,bifida,,Biocellata bifida ,
Cossidae,Biocellata,davisorum,,Biocellata davisorum ,
Cossidae,Cossula,arpi,,Cossula arpi ,
Cossidae,Cossula,buspina,,Cossula buspina ,
Cossidae,Cossula,coerulescens,,Cossula coerulescens ,
Cossidae,Cossula,cossuloides,,Cossula cossuloides ,
Cossidae,Cossula,duplex,,Cossula duplex ,
Cossidae,Cossula,duplexata,,Cossula duplexata ,
Cossidae,Cossula,gaudeator,,Cossula gaudeator ,
Cossidae,Cossula,longirostrum,,Cossula longirostrum ,
Cossidae,Cossula,minutiloba,,Cossula minutiloba ,
Cossidae,Magulacra,niveogrisea,,Magulacra niveogrisea ,
Cossidae,Simplicivalva,ampliophilobia,,Simplicivalva ampliophilobia ,
Cossidae,Spinulata,acutipennis,,Spinulata acutipennis ,
Cossidae,Spinulata,discopuncta,,Spinulata discopuncta ,
Cossidae,Spinulata,manes,,Spinulata manes ,
Cossidae,Spinulata,oblongata,,Spinulata oblongata ,
Cossidae,Spinulata,quasivinnea,,Spinulata quasivinnea ,
Cossidae,Givira,albicosta,,Givira albicosta ,
Cossidae,Givira,amanosa,,Givira amanosa ,
Cossidae,Givira,arbeloides,,Givira arbeloides ,
Cossidae,Givira,aroa,,Givira aroa ,
Cossidae,Givira,BioLep14,,Givira BioLep14 ,
Cossidae,Givira,BioLep17,,Givira BioLep17 ,
Cossidae,Givira,cinerea,,Givira cinerea ,
Cossidae,Givira,daphne,,Givira daphne ,
Cossidae,Givira,fidelis,,Givira fidelis ,
Cossidae,Givira,modisma,,Givira modisma ,
Cossidae,Givira,morosa,,Givira morosa ,
Cossidae,Givira,nudaria,,Givira nudaria ,
Cossidae,Givira,quadra,,Givira quadra ,
Cossidae,Givira,salome,,Givira salome ,
Cossidae,Givira,sp.1,,Givira sp.1 ,
Cossidae,Givira,tigrata,,Givira tigrata ,
Cossidae,Givira,tristani,,Givira tristani ,
Cossidae,Hypopta,cinerea,,Hypopta cinerea ,
Cossidae,Inguromorpha,sp.1,,Inguromorpha sp.1 ,
Cossidae,Langsdorfia,franckii,,Langsdorfia franckii ,
Cossidae,Langsdorfia,lunifera,,Langsdorfia lunifera ,
Cossidae,Psychogena,miranda,,Psychogena miranda ,
Cossidae,Psychonoctua,terrafirma,,Psychonoctua terrafirma ,
Cossidae,Cossidae,sp.1,,Cossidae sp.1 ,
Cossidae,Indarbela,nais,,Indarbela nais ,
Cossidae,Aramos,ramosus,,Aramos ramosus ,
Cossidae,Morpheis,cognatus,,Morpheis cognatus ,
Cossidae,Morpheis,comisteon,,Morpheis comisteon ,
Cossidae,Morpheis,mathani,,Morpheis mathani ,
Cossidae,Morpheis,pyracmon,,Morpheis pyracmon ,
Cossidae,Morpheis,strigifer,,Morpheis strigifer ,
Cossidae,Morpheis,xylotribus,,Morpheis xylotribus ,
Crambidae,Acentropinae,sp.1,,Acentropinae sp.1 ,
Crambidae,Acentropinae,sp.2,,Acentropinae sp.2 ,
Crambidae,Acentropinae,sp.3,,Acentropinae sp.3 ,
Crambidae,Acentropinae,sp.4,,Acentropinae sp.4 ,
Crambidae,Argyracis,anspicatalis,,Argyracis anspicatalis ,
Crambidae,Argyracis,parissimalis,,Argyracis parissimalis ,
Crambidae,Argyracis,puralis,,Argyracis puralis ,
Crambidae,Argyractoides,albibasalis,,Argyractoides albibasalis ,
Crambidae,Argyractoides,leucogonialis,,Argyractoides leucogonialis ,
Crambidae,Argyractoides,lucianalis,,Argyractoides lucianalis ,
Crambidae,Argyractoides,nitens,,Argyractoides nitens ,
Crambidae,Argyractoides,volcanalis,,Argyractoides volcanalis ,
Crambidae,Aulacodes,delicata,,Aulacodes delicata ,
Crambidae,Aulacodes,hodevalis,,Aulacodes hodevalis ,
Crambidae,Aulacodes,pulcherialis,,Aulacodes pulcherialis ,
Crambidae,Aulacodes,traversalis,,Aulacodes traversalis ,
Crambidae,Chrysendeton,autobella,,Chrysendeton autobella ,
Crambidae,Chrysendeton,BioLep479,,Chrysendeton BioLep479 ,
Crambidae,Chrysendeton,cumalis,,Chrysendeton cumalis ,
Crambidae,Elophila,fluvialis,,Elophila fluvialis ,
Crambidae,Elophila,obliteralis,,Elophila obliteralis ,
Crambidae,Neargyractis,alemundalis,,Neargyractis alemundalis ,
Crambidae,Oligostigmoides,profusalis,,Oligostigmoides profusalis ,
Crambidae,Oxyelophila,harpalis,,Oxyelophila harpalis ,
Crambidae,Oxyelophila,Janzen366,,Oxyelophila Janzen366 ,
Crambidae,Oxyelophila,necomalis,,Oxyelophila necomalis ,
Crambidae,Oxyelophila,puralis,,Oxyelophila puralis ,
Crambidae,Parapoynx,allionalis,,Parapoynx allionalis ,
Crambidae,Parapoynx,diminutalis,,Parapoynx diminutalis ,
Crambidae,Parapoynx,seminealis,,Parapoynx seminealis ,
Crambidae,Petrophila,altamira,,Petrophila altamira ,
Crambidae,Petrophila,amethystina,,Petrophila amethystina ,
Crambidae,Petrophila,auspicatalis,,Petrophila auspicatalis ,
Crambidae,Petrophila,cathanalis,,Petrophila cathanalis ,
Crambidae,Petrophila,complicatalis,,Petrophila complicatalis ,
Crambidae,Petrophila,cronalis,,Petrophila cronalis ,
Crambidae,Petrophila,esperanzalis,,Petrophila esperanzalis ,
Crambidae,Petrophila,mignonalis,,Petrophila mignonalis ,
Crambidae,Petrophila,parvissimalis,,Petrophila parvissimalis ,
Crambidae,Petrophila,peraltalis,,Petrophila peraltalis ,
Crambidae,Petrophila,sanramon,,Petrophila sanramon ,
Crambidae,Petrophila,tapanti,,Petrophila tapanti ,
Crambidae,Petrophila,tristalis,,Petrophila tristalis ,
Crambidae,Petrophila,triumphalis,,Petrophila triumphalis ,
Crambidae,Petrophila,veragua,,Petrophila veragua ,
Crambidae,Usingeriessa,onyxalis,,Usingeriessa onyxalis ,
Crambidae,Usingeriessa,symphonalis,,Usingeriessa symphonalis ,
Crambidae,Micrelephas,chalybeus,,Micrelephas chalybeus ,
Crambidae,Micrelephas,helenae,,Micrelephas helenae ,
Crambidae,Micrelephas,pictella,,Micrelephas pictella ,
Crambidae,Argyria,centrifugens,,Argyria centrifugens ,
Crambidae,Argyria,insons,,Argyria insons ,
Crambidae,Argyria,lacteella,,Argyria lacteella ,
Crambidae,Argyria,schausella,,Argyria schausella ,
Crambidae,Catharylla,mayrabonillae,,Catharylla mayrabonillae ,
Crambidae,Diatraea,fuscella,,Diatraea fuscella ,
Crambidae,Diatraea,lineolata,,Diatraea lineolata ,
Crambidae,Diatraea,saccharalis,,Diatraea saccharalis ,
Crambidae,Diatraea,tabernella,,Diatraea tabernella ,
Crambidae,Myelobia,smerintha,,Myelobia smerintha ,
Crambidae,Myelobia,vinasella,,Myelobia vinasella ,
Crambidae,Crambus,albifrons,,Crambus albifrons ,
Crambidae,Crambus,pavidellus,,Crambus pavidellus ,
Crambidae,Crambus,quinquareatus,,Crambus quinquareatus ,
Crambidae,Fissicrambus,haytiellus,,Fissicrambus haytiellus ,
Crambidae,Fissicrambus,profanellus,,Fissicrambus profanellus ,
Crambidae,Microcrambus,croesus,,Microcrambus croesus ,
Crambidae,Microcrambus,holothurion,,Microcrambus holothurion ,
Crambidae,Microcrambus,intangens,,Microcrambus intangens ,
Crambidae,Microcrambus,jolas,,Microcrambus jolas ,
Crambidae,Microcrambus,meretricella,,Microcrambus meretricella ,
Crambidae,Microcrambus,psythiella,,Microcrambus psythiella ,
Crambidae,Microcrambus,retusellus,,Microcrambus retusellus ,
Crambidae,Parapediasia,tenuistrigata,,Parapediasia tenuistrigata ,
Crambidae,Raphiptera,argillaceella,,Raphiptera argillaceella ,
Crambidae,Tortriculladia,BioLep04,,Tortriculladia BioLep04 ,
Crambidae,Tortriculladia,sp.1,,Tortriculladia sp.1 ,
Crambidae,Tortriculladia,sp.2,,Tortriculladia sp.2 ,
Crambidae,Diptychophora,desmoteria,,Diptychophora desmoteria ,
Crambidae,Donacoscaptes,calamistis,,Donacoscaptes calamistis ,
Crambidae,Donacoscaptes,evanidella,,Donacoscaptes evanidella ,
Crambidae,Donacoscaptes,marcella,,Donacoscaptes marcella ,
Crambidae,Xubida,rutubella,,Xubida rutubella ,
Crambidae,Xubida,thyonella,,Xubida thyonella ,
Crambidae,Erupa,discordella,,Erupa discordella ,
Crambidae,Erupa,invidella,,Erupa invidella ,
Crambidae,Erupa,pravella,,Erupa pravella ,
Crambidae,Aureopteryx,argentistriata,,Aureopteryx argentistriata ,
Crambidae,Aureopteryx,olufsoni,,Aureopteryx olufsoni ,
Crambidae,Chilozela,trapeziana,,Chilozela trapeziana ,
Crambidae,Contortipalpia,santiagalis,,Contortipalpia santiagalis ,
Crambidae,Cosmopterosis,jasonhalli,,Cosmopterosis jasonhalli ,
Crambidae,Cosmopterosis,spatha,,Cosmopterosis spatha ,
Crambidae,Cosmopterosis,tethysalis,,Cosmopterosis tethysalis ,
Crambidae,Dicymolomia,metalophota,,Dicymolomia metalophota ,
Crambidae,Eupoca,bifascialis,,Eupoca bifascialis ,
Crambidae,Eupoca,chicalis,,Eupoca chicalis ,
Crambidae,Eupoca,haakei,,Eupoca haakei ,
Crambidae,Eupoca,sanctalis,,Eupoca sanctalis ,
Crambidae,Evergestis,rimosalis,,Evergestis rimosalis ,
Crambidae,Homophysodes,morbidalis,,Homophysodes morbidalis ,
Crambidae,Hydropionea,fenestralis,,Hydropionea fenestralis ,
Crambidae,Lativalva,pseudosmithii,,Lativalva pseudosmithii ,
Crambidae,Lipocosma,albibasalis,,Lipocosma albibasalis ,
Crambidae,Lipocosma,ausonialis,,Lipocosma ausonialis ,
Crambidae,Lipocosma,calla,,Lipocosma calla ,
Crambidae,Lipocosma,fonsecai,,Lipocosma fonsecai ,
Crambidae,Lipocosma,furvalis,,Lipocosma furvalis ,
Crambidae,Lipocosma,nigripictalis,,Lipocosma nigripictalis ,
Crambidae,Lipocosma,pitilla,,Lipocosma pitilla ,
Crambidae,Lipocosma,rosalia,,Lipocosma rosalia ,
Crambidae,Lipocosma,sp. 1,,Lipocosma sp. 1 ,
Crambidae,Lipocosma,sp. 2,,Lipocosma sp. 2 ,
Crambidae,Lipocosma,sp. 3,,Lipocosma sp. 3 ,
Crambidae,Parambia,gnomosynalis,,Parambia gnomosynalis ,
Crambidae,Psephis,myrmidonalis,,Psephis myrmidonalis ,
Crambidae,Pseudoliostigma,argyractalis,,Pseudoliostigma argyractalis ,
Crambidae,Pseudoliostigma,enareralis,,Pseudoliostigma enareralis ,
Crambidae,Pseudoliostigma,punctissimalis,,Pseudoliostigma punctissimalis ,
Crambidae,Stegea,hermalis,,Stegea hermalis ,
Crambidae,Symphysa,amoenalis,,Symphysa amoenalis ,
Crambidae,Symphysa,lepidaria,,Symphysa lepidaria ,
Crambidae,Trischistognatha,limatalis,,Trischistognatha limatalis ,
Crambidae,Trischistognatha,pyrenealis,,Trischistognatha pyrenealis ,
Crambidae,Trischistognatha,yepezi,,Trischistognatha yepezi ,
Crambidae,Dichogama,colotha,,Dichogama colotha ,
Crambidae,Dichogama,diffusalis,,Dichogama diffusalis ,
Crambidae,Dichogama,innocua,,Dichogama innocua ,
Crambidae,Dichogama,prognealis,,Dichogama prognealis ,
Crambidae,Dichogama,redtenbacheri,,Dichogama redtenbacheri ,
Crambidae,Glaphyria,citronalis,,Glaphyria citronalis ,
Crambidae,Glaphyria,decisa,,Glaphyria decisa ,
Crambidae,Glaphyria,potentalis,,Glaphyria potentalis ,
Crambidae,Glaphyria,rufescens,,Glaphyria rufescens ,
Crambidae,Glaphyria,spinacrista,,Glaphyria spinacrista ,
Crambidae,Glaphyria,spinasingularis,,Glaphyria spinasingularis ,
Crambidae,Glaphyria,stellaspina,,Glaphyria stellaspina ,
Crambidae,Glaphyria,tetraspina,,Glaphyria tetraspina ,
Crambidae,Hellula,phidilealis,,Hellula phidilealis ,
Crambidae,Crambidae,cram01,,Crambidae cram01 ,
Crambidae,Crambidae,cram02,,Crambidae cram02 ,
Crambidae,Crambidae,cram03,,Crambidae cram03 ,
Crambidae,Crambidae,cram04,,Crambidae cram04 ,
Crambidae,Crambidae,cram05,,Crambidae cram05 ,
Crambidae,Crambidae,cram06,,Crambidae cram06 ,
Crambidae,Crambidae,cram07,,Crambidae cram07 ,
Crambidae,Crambidae,cram08,,Crambidae cram08 ,
Crambidae,Crambidae,cram09,,Crambidae cram09 ,
Crambidae,Crambidae,cram10,,Crambidae cram10 ,
Crambidae,Crambidae,cram11,,Crambidae cram11 ,
Crambidae,Crambidae,cram12,,Crambidae cram12 ,
Crambidae,Crambidae,cram13,,Crambidae cram13 ,
Crambidae,Crambidae,cram14,,Crambidae cram14 ,
Crambidae,Crambidae,cram15,,Crambidae cram15 ,
Crambidae,Crambidae,cram16,,Crambidae cram16 ,
Crambidae,Crambidae,cram17,,Crambidae cram17 ,
Crambidae,Crambidae,cram18,,Crambidae cram18 ,
Crambidae,Crambidae,cram19,,Crambidae cram19 ,
Crambidae,Crambidae,cram20,,Crambidae cram20 ,
Crambidae,Crambidae,cram21,,Crambidae cram21 ,
Crambidae,Crambidae,cram22,,Crambidae cram22 ,
Crambidae,Crambidae,cram23,,Crambidae cram23 ,
Crambidae,Crambidae,cram24,,Crambidae cram24 ,
Crambidae,Crambidae,cram25,,Crambidae cram25 ,
Crambidae,Crambidae,cram26,,Crambidae cram26 ,
Crambidae,Crambidae,cram27,,Crambidae cram27 ,
Crambidae,Crambidae,cram29,,Crambidae cram29 ,
Crambidae,Crambidae,cram30,,Crambidae cram30 ,
