accepted_taxon_key,order_name,family_name,genus_name,species_name_provided,authority_name_provided,search_species_name,gbif_species_name,confidence,status,match_type,rank,source,n_imgs
1884923,Lepidoptera,Crambidae,Condylorrhiza,Condylorrhiza vestigialis,,Condylorrhiza vestigialis,Condylorrhiza vestigialis,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,231
12174211,Lepidoptera,Crambidae,Diaphania,Diaphania beckeri,,Diaphania beckeri,Diaphania beckeri,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,3
10398335,Lepidoptera,Crambidae,Diaphania,Diaphania costaricalis,,Diaphania costaricalis,Diaphania costaricalis,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,16
7864212,Lepidoptera,Crambidae,Diaphania,Diaphania costata,,Diaphania costata,Diaphania costata,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,586
8146570,Lepidoptera,Crambidae,Diaphania,Diaphania elegans,,Diaphania elegans,Diaphania elegans,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,55
10262844,Lepidoptera,Crambidae,Diaphania,Diaphania exclusalis,,Diaphania exclusalis,Diaphania exclusalis,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,29
10111904,Lepidoptera,Crambidae,Diaphania,Diaphania glauculalis,,Diaphania glauculalis,Diaphania glauculalis,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,4
8425580,Lepidoptera,Crambidae,Diaphania,Diaphania hyalinata,,Diaphania hyalinata,Diaphania hyalinata,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,1000
5771877,Lepidoptera,Crambidae,Diaphania,Diaphania indica,,Diaphania indica,Diaphania indica,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,967
10694321,Lepidoptera,Crambidae,Diaphania,Diaphania modialis,,Diaphania modialis,Diaphania modialis,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,29
1886123,Lepidoptera,Crambidae,Cryptographis,Diaphania nitidalis,,Diaphania nitidalis,Cryptographis nitidalis,99,SYNONYM,EXACT,SPECIES,London19Oct2023,451
11823607,Lepidoptera,Crambidae,Diaphania,Diaphania ochrivitralis,,Diaphania ochrivitralis,Diaphania ochrivitralis,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,10
1886128,Lepidoptera,Crambidae,Cryptographis,Diaphania plumbidorsalis,,Diaphania plumbidorsalis,Cryptographis lucidalis,99,SYNONYM,EXACT,SPECIES,London19Oct2023,3
9932233,Lepidoptera,Crambidae,Diaphania,Diaphania superalis,,Diaphania superalis,Diaphania superalis,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,5
5127562,Lepidoptera,Crambidae,Glyphodes,Glyphodes extorris,,Glyphodes extorris,Glyphodes confinis,99,SYNONYM,EXACT,SPECIES,London19Oct2023,51
5127631,Lepidoptera,Crambidae,Glyphodes,Glyphodes sibillalis,,Glyphodes sibillalis,Glyphodes sibillalis,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,220
1890670,Lepidoptera,Crambidae,Pyrausta,Hodebertia testalis,,Hodebertia testalis,Pyrausta testalis,99,SYNONYM,EXACT,SPECIES,London19Oct2023,163
1882393,Lepidoptera,Crambidae,Hoterodes,Hoterodes ausonia,,Hoterodes ausonia,Hoterodes ausonia,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,9
1892311,Lepidoptera,Crambidae,Leucochroma,Leucochroma corope,,Leucochroma corope,Leucochroma corope,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,54
1879160,Lepidoptera,Crambidae,Liopasia,Liopasia ochracealis,,Liopasia ochracealis,Liopasia ochracealis,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,37
1879163,Lepidoptera,Crambidae,Liopasia,Liopasia simplicissimalis,,Liopasia simplicissimalis,Liopasia simplicissimalis,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,0
1886729,Lepidoptera,Crambidae,Maruca,Maruca vitrata,,Maruca vitrata,Maruca vitrata,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,1000
5127210,Lepidoptera,Crambidae,Megastes,Megastes grandalis,,Megastes grandalis,Megastes grandalis,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,5
5127209,Lepidoptera,Crambidae,Megastes,Megastes praxiteles,,Megastes praxiteles,Megastes praxiteles,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,41
5127211,Lepidoptera,Crambidae,Megastes,Megastes pusialis,,Megastes pusialis,Megastes pusialis,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,9
5126630,Lepidoptera,Crambidae,Omiodes,Omiodes albicilialis,,Omiodes albicilialis,Omiodes albicilialis,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,0
5126625,Lepidoptera,Crambidae,Omiodes,Omiodes alboanalis,,Omiodes alboanalis,Omiodes alboanalis,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,0
5126582,Lepidoptera,Crambidae,Omiodes,Omiodes anxiferalis,,Omiodes anxiferalis,Omiodes anxiferalis,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,0
5126654,Lepidoptera,Crambidae,Omiodes,Omiodes confusalis,,Omiodes confusalis,Omiodes confusalis,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,0
5126655,Lepidoptera,Crambidae,Omiodes,Omiodes croceiceps,,Omiodes croceiceps,Omiodes croceiceps,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,15
5126614,Lepidoptera,Crambidae,Omiodes,Omiodes cuniculalis,,Omiodes cuniculalis,Omiodes cuniculalis,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,1
5126626,Lepidoptera,Crambidae,Omiodes,Omiodes fulvicauda,,Omiodes fulvicauda,Omiodes fulvicauda,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,11
5126648,Lepidoptera,Crambidae,Omiodes,Omiodes grandis,,Omiodes grandis,Omiodes grandis,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,12
5126622,Lepidoptera,Crambidae,Omiodes,Omiodes hallwachsae,,Omiodes hallwachsae,Omiodes hallwachsae,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,0
5126633,Lepidoptera,Crambidae,Omiodes,Omiodes humeralis,,Omiodes humeralis,Omiodes humeralis,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,16
5126637,Lepidoptera,Crambidae,Omiodes,Omiodes indicata,,Omiodes indicata,Omiodes indicata,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,261
5126587,Lepidoptera,Crambidae,Omiodes,Omiodes insolutalis,,Omiodes insolutalis,Omiodes insolutalis,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,3
5126559,Lepidoptera,Crambidae,Omiodes,Omiodes martini,,Omiodes martini,Omiodes martini,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,3
5126567,Lepidoptera,Crambidae,Omiodes,Omiodes martyralis,,Omiodes martyralis,Omiodes martyralis,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,0
10640849,Lepidoptera,Crambidae,Omiodes,Omiodes nitida,,Omiodes nitida,Omiodes nitida,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,0
5126571,Lepidoptera,Crambidae,Omiodes,Omiodes ochracea,,Omiodes ochracea,Omiodes ochracea,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,3
5126598,Lepidoptera,Crambidae,Omiodes,Omiodes pandaralis,,Omiodes pandaralis,Omiodes pandaralis,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,14
5126572,Lepidoptera,Crambidae,Omiodes,Omiodes seminitidalis,,Omiodes seminitidalis,Omiodes seminitidalis,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,0
5126585,Lepidoptera,Crambidae,Omiodes,Omiodes simialis,,Omiodes simialis,Omiodes simialis,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,32
5126638,Lepidoptera,Crambidae,Omiodes,Omiodes spoliatalis,,Omiodes spoliatalis,Omiodes spoliatalis,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,0
5126651,Lepidoptera,Crambidae,Omiodes,Omiodes stigmosalis,,Omiodes stigmosalis,Omiodes stigmosalis,99,ACCEPTED,EXACT,SPECIES,London19Oct2023,32
