,accepted_taxon_key,order_name,family_name,genus_name,species_name_provided,authority_name_provided,search_species_name,gbif_species_name,confidence,status,match_type,rank,source,n_imgs
533,1821856,Lepidoptera,Erebidae,Euproctis,Euproctis chrysorrhoea,"Linnaeus, 1758",Euproctis chrysorrhoea,Euproctis chrysorrhoea,99,ACCEPTED,EXACT,SPECIES,London06October2023,1399
534,1821911,Lepidoptera,Erebidae,Euproctis,Euproctis similis,"Fuessly, 1775",Euproctis similis,Euproctis similis,99,ACCEPTED,EXACT,SPECIES,London06October2023,795
535,1786985,Lepidoptera,Erebidae,Grammodes,Grammodes bifasciata,"Petagna, 1786",Grammodes bifasciata,Grammodes bifasciata,99,ACCEPTED,EXACT,SPECIES,London06October2023,219
536,1786980,Lepidoptera,Erebidae,Grammodes,Grammodes stolida,"Fabricius, 1775",Grammodes stolida,Grammodes stolida,99,ACCEPTED,EXACT,SPECIES,London06October2023,1035
537,11125040,Lepidoptera,Erebidae,Halysidota,Halysidota moeschleri,"Rothschild, 1909",Halysidota moeschleri,Halysidota moeschleri,99,ACCEPTED,EXACT,SPECIES,London06October2023,0
538,5113078,Lepidoptera,Erebidae,Herminia,Herminia grisealis,"Denis & Schiffermüller, 1775",Herminia grisealis,Herminia grisealis,99,ACCEPTED,EXACT,SPECIES,London06October2023,1324
539,5113084,Lepidoptera,Erebidae,Herminia,Herminia tarsicrinalis,"Knoch, 1782",Herminia tarsicrinalis,Herminia tarsicrinalis,99,ACCEPTED,EXACT,SPECIES,London06October2023,728
540,5113234,Lepidoptera,Erebidae,Herminia,Herminia tarsipennalis,"Treitschke, 1835",Herminia tarsipennalis,Herminia tarsipennalis,99,ACCEPTED,EXACT,SPECIES,London06October2023,1569
541,4532357,Lepidoptera,Erebidae,Hypena,Hypena crassalis,"Fabricius, 1787",Hypena crassalis,Hypena crassalis,98,ACCEPTED,EXACT,SPECIES,London06October2023,1622
542,4532352,Lepidoptera,Erebidae,Hypena,Hypena lividalis,"Hübner, 1796",Hypena lividalis,Hypena lividalis,99,ACCEPTED,EXACT,SPECIES,London06October2023,1053
543,4532351,Lepidoptera,Erebidae,Hypena,Hypena obesalis,"Treitschke, 1829",Hypena obesalis,Hypena obesalis,98,ACCEPTED,EXACT,SPECIES,London06October2023,74
544,1798802,Lepidoptera,Erebidae,Hypena,Hypena obsitalis,"Hübner, 1813",Hypena obsitalis,Hypena obsitalis,99,ACCEPTED,EXACT,SPECIES,London06October2023,706
545,1798807,Lepidoptera,Erebidae,Hypena,Hypena proboscidalis,"Linnaeus, 1758",Hypena proboscidalis,Hypena proboscidalis,99,ACCEPTED,EXACT,SPECIES,London06October2023,1857
546,1798594,Lepidoptera,Erebidae,Hypena,Hypena rostralis,"Linnaeus, 1758",Hypena rostralis,Hypena rostralis,99,ACCEPTED,EXACT,SPECIES,London06October2023,1667
547,1799708,Lepidoptera,Erebidae,Hypenodes,Hypenodes humidalis,"Doubleday, 1850",Hypenodes humidalis,Hypenodes humidalis,99,ACCEPTED,EXACT,SPECIES,London06October2023,888
548,1811079,Lepidoptera,Erebidae,Hypercompe,Hypercompe scribonia,"Stoll, 1790",Hypercompe scribonia,Hypercompe scribonia,99,ACCEPTED,EXACT,SPECIES,London06October2023,1867
549,1817797,Lepidoptera,Erebidae,Hyphantria,Hyphantria cunea,"Drury, 1773",Hyphantria cunea,Hyphantria cunea,99,ACCEPTED,EXACT,SPECIES,London06October2023,1761
550,1816889,Lepidoptera,Erebidae,Hyphoraia,Hyphoraia testudinaria,"Geoffroy, 1785",Hyphoraia testudinaria,Hyphoraia testudinaria,99,ACCEPTED,EXACT,SPECIES,London06October2023,0
551,9407200,Lepidoptera,Erebidae,Idia,Idia aemula,"Hübner, 1813",Idia aemula,Idia aemula,99,ACCEPTED,EXACT,SPECIES,London06October2023,1901
552,9627917,Lepidoptera,Erebidae,Idia,Idia lubricalis,"Geyer, 1832",Idia lubricalis,Idia lubricalis,99,ACCEPTED,EXACT,SPECIES,London06October2023,1594
553,8326103,Lepidoptera,Erebidae,Laelia,Laelia coenosa,"Hübner, 1808",Laelia coenosa,Laelia coenosa,99,ACCEPTED,EXACT,SPECIES,London06October2023,254
554,1769103,Lepidoptera,Erebidae,Laspeyria,Laspeyria flexula,"Denis & Schiffermüller, 1775",Laspeyria flexula,Laspeyria flexula,99,ACCEPTED,EXACT,SPECIES,London06October2023,1732
555,1820039,Lepidoptera,Erebidae,Leucoma,Leucoma salicis,"Linnaeus, 1758",Leucoma salicis,Leucoma salicis,99,ACCEPTED,EXACT,SPECIES,London06October2023,1538
556,5115771,Lepidoptera,Erebidae,Lithosia,Lithosia quadra,"Linnaeus, 1758",Lithosia quadra,Lithosia quadra,99,ACCEPTED,EXACT,SPECIES,London06October2023,1716
557,4532412,Lepidoptera,Erebidae,Lygephila,Lygephila craccae,"Denis & Schiffermüller, 1775",Lygephila craccae,Lygephila craccae,99,ACCEPTED,EXACT,SPECIES,London06October2023,1127
558,4532405,Lepidoptera,Erebidae,Lygephila,Lygephila pastinum,"Treitschke, 1826",Lygephila pastinum,Lygephila pastinum,99,ACCEPTED,EXACT,SPECIES,London06October2023,1448
559,1820406,Lepidoptera,Erebidae,Lymantria,Lymantria dispar,"Linnaeus, 1758",Lymantria dispar,Lymantria dispar,99,ACCEPTED,EXACT,SPECIES,London06October2023,1949
560,1820372,Lepidoptera,Erebidae,Lymantria,Lymantria monacha,"Linnaeus, 1758",Lymantria monacha,Lymantria monacha,99,ACCEPTED,EXACT,SPECIES,London06October2023,1913
561,5771982,Lepidoptera,Erebidae,Macrochilo,Macrochilo cribrumalis,"Hübner, 1793",Macrochilo cribrumalis,Macrochilo cribrumalis,99,ACCEPTED,EXACT,SPECIES,London06October2023,691
562,1813114,Lepidoptera,Erebidae,Miltochrista,Miltochrista miniata,"Forster, 1771",Miltochrista miniata,Miltochrista miniata,99,ACCEPTED,EXACT,SPECIES,London06October2023,1675
563,1790816,Lepidoptera,Erebidae,Minucia,Minucia lunaris,"Denis & Schiffermüller, 1775",Minucia lunaris,Minucia lunaris,99,ACCEPTED,EXACT,SPECIES,London06October2023,585
564,5116416,Lepidoptera,Erebidae,Nudaria,Nudaria mundana,"Linnaeus, 1761",Nudaria mundana,Nudaria mundana,99,ACCEPTED,EXACT,SPECIES,London06October2023,1033
565,1788553,Lepidoptera,Erebidae,Ophiusa,Ophiusa tirhaca,"Cramer, 1773",Ophiusa tirhaca,Ophiusa tirhaca,99,ACCEPTED,EXACT,SPECIES,London06October2023,553
566,1819873,Lepidoptera,Erebidae,Orgyia,Orgyia antiqua,"Linnaeus, 1758",Orgyia antiqua,Orgyia antiqua,99,ACCEPTED,EXACT,SPECIES,London06October2023,1926
567,7657803,Lepidoptera,Erebidae,Orgyia,Orgyia recens,"Hübner, 1819",Orgyia recens,Orgyia recens,99,ACCEPTED,EXACT,SPECIES,London06October2023,838
568,4532453,Lepidoptera,Erebidae,Pandesma,Pandesma robusta,"Walker, 1858",Pandesma robusta,Pandesma robusta,99,ACCEPTED,EXACT,SPECIES,London06October2023,76
569,4532516,Lepidoptera,Erebidae,Paracolax,Paracolax tristalis,"Fabricius, 1794",Paracolax tristalis,Paracolax tristalis,99,ACCEPTED,EXACT,SPECIES,London06October2023,1308
570,1780150,Lepidoptera,Erebidae,Parascotia,Parascotia fuliginaria,"Linnaeus, 1761",Parascotia fuliginaria,Parascotia fuliginaria,99,ACCEPTED,EXACT,SPECIES,London06October2023,1252
571,1808752,Lepidoptera,Erebidae,Parasemia,Parasemia plantaginis,"Linnaeus, 1758",Parasemia plantaginis,Parasemia plantaginis,99,ACCEPTED,EXACT,SPECIES,London06October2023,1071
572,4532500,Lepidoptera,Erebidae,Pechipogo,Pechipogo plumigeralis,"Hübner, 1825",Pechipogo plumigeralis,Pechipogo plumigeralis,99,ACCEPTED,EXACT,SPECIES,London06October2023,583
573,1772793,Lepidoptera,Erebidae,Pechipogo,Pechipogo strigilata,"Linnaeus, 1758",Pechipogo strigilata,Pechipogo strigilata,99,ACCEPTED,EXACT,SPECIES,London06October2023,930
574,5117400,Lepidoptera,Erebidae,Pelosia,Pelosia muscerda,"Hufnagel, 1766",Pelosia muscerda,Pelosia muscerda,99,ACCEPTED,EXACT,SPECIES,London06October2023,1172
575,5117399,Lepidoptera,Erebidae,Pelosia,Pelosia obtusa,"Herrich-Schäffer, 1851",Pelosia obtusa,Pelosia obtusa,99,ACCEPTED,EXACT,SPECIES,London06October2023,83
576,1804071,Lepidoptera,Erebidae,Phragmatobia,Phragmatobia fuliginosa,"Linnaeus, 1758",Phragmatobia fuliginosa,Phragmatobia fuliginosa,99,ACCEPTED,EXACT,SPECIES,London06October2023,1877
577,1760246,Lepidoptera,Erebidae,Phytometra,Phytometra viridaria,"Clerck, 1759",Phytometra viridaria,Phytometra viridaria,98,ACCEPTED,EXACT,SPECIES,London06October2023,1227
578,1807881,Lepidoptera,Erebidae,Pyrrharctia,Pyrrharctia isabella,"Smith, 1797",Pyrrharctia isabella,Pyrrharctia isabella,99,ACCEPTED,EXACT,SPECIES,London06October2023,1898
579,1769897,Lepidoptera,Erebidae,Rivula,Rivula sericealis,"Scopoli, 1763",Rivula sericealis,Rivula sericealis,99,ACCEPTED,EXACT,SPECIES,London06October2023,1834
580,5113036,Lepidoptera,Erebidae,Schrankia,Schrankia costaestrigalis,"Stephens, 1834",Schrankia costaestrigalis,Schrankia costaestrigalis,99,ACCEPTED,EXACT,SPECIES,London06October2023,1179
581,5113002,Lepidoptera,Erebidae,Schrankia,Schrankia intermedialis,"Reid, 1972",Schrankia intermedialis,Schrankia intermedialis,99,ACCEPTED,EXACT,SPECIES,London06October2023,0
582,5113030,Lepidoptera,Erebidae,Schrankia,Schrankia taenialis,"Hübner, 1809",Schrankia taenialis,Schrankia taenialis,99,ACCEPTED,EXACT,SPECIES,London06October2023,298
583,1798449,Lepidoptera,Erebidae,Scoliopteryx,Scoliopteryx libatrix,"Linnaeus, 1758",Scoliopteryx libatrix,Scoliopteryx libatrix,99,ACCEPTED,EXACT,SPECIES,London06October2023,1896
584,5116475,Lepidoptera,Erebidae,Setina,Setina irrorella,"Linnaeus, 1758",Setina irrorella,Setina irrorella,98,ACCEPTED,EXACT,SPECIES,London06October2023,1076
585,8237987,Lepidoptera,Erebidae,Spilosoma,Spilosoma lubricipeda,"Linnaeus, 1758",Spilosoma lubricipeda,Spilosoma lubricipeda,98,ACCEPTED,EXACT,SPECIES,London06October2023,1001
586,8000103,Lepidoptera,Erebidae,Spilarctia,Spilosoma lutea,"Hufnagel, 1766",Spilosoma lutea,Spilarctia lutea,99,SYNONYM,EXACT,SPECIES,London06October2023,1513
587,1812394,Lepidoptera,Erebidae,Spilosoma,Spilosoma urticae,"Esper, 1789",Spilosoma urticae,Spilosoma urticae,99,ACCEPTED,EXACT,SPECIES,London06October2023,811
588,1765751,Lepidoptera,Noctuidae,Tathorhynchus,Tathorhynchus exsiccata,"Lederer, 1855",Tathorhynchus exsiccata,Tathorhynchus exsiccata,99,ACCEPTED,EXACT,SPECIES,London06October2023,370
589,7874258,Lepidoptera,Erebidae,Thumatha,Thumatha senex,"Hübner, 1808",Thumatha senex,Thumatha senex,99,ACCEPTED,EXACT,SPECIES,London06October2023,1000
590,1798346,Lepidoptera,Erebidae,Trisateles,Trisateles emortualis,"Denis & Schiffermüller, 1775",Trisateles emortualis,Trisateles emortualis,99,ACCEPTED,EXACT,SPECIES,London06October2023,656
591,5115777,Lepidoptera,Erebidae,Tyria,Tyria jacobaeae,"Linnaeus, 1758",Tyria jacobaeae,Tyria jacobaeae,99,ACCEPTED,EXACT,SPECIES,London06October2023,1923
592,1803218,Lepidoptera,Erebidae,Utetheisa,Utetheisa ornatrix,"Linnaeus, 1758",Utetheisa ornatrix,Utetheisa ornatrix,99,ACCEPTED,EXACT,SPECIES,London06October2023,1652
593,1803163,Lepidoptera,Erebidae,Utetheisa,Utetheisa pulchella,"Linnaeus, 1758",Utetheisa pulchella,Utetheisa pulchella,99,ACCEPTED,EXACT,SPECIES,London06October2023,1524
594,4532508,Lepidoptera,Erebidae,Zanclognatha,Zanclognatha lunalis,"Scopoli, 1763",Zanclognatha lunalis,Zanclognatha lunalis,99,ACCEPTED,EXACT,SPECIES,London06October2023,361
595,4532510,Lepidoptera,Erebidae,Zanclognatha,Zanclognatha zelleralis,"Wocke, 1850",Zanclognatha zelleralis,Zanclognatha zelleralis,99,ACCEPTED,EXACT,SPECIES,London06October2023,23
596,1731860,Lepidoptera,Eriocraniidae,Dyseriocrania,Dyseriocrania subpurpurella,"Haworth, 1828",Dyseriocrania subpurpurella,Dyseriocrania subpurpurella,99,ACCEPTED,EXACT,SPECIES,London06October2023,285
597,1731837,Lepidoptera,Eriocraniidae,Eriocrania,Eriocrania cicatricella,"Zetterstedt, 1839",Eriocrania cicatricella,Eriocrania sparrmannella,99,SYNONYM,EXACT,SPECIES,London06October2023,110
598,1731834,Lepidoptera,Eriocraniidae,Eriocrania,Eriocrania salopiella,"Stainton, 1854",Eriocrania salopiella,Eriocrania salopiella,99,ACCEPTED,EXACT,SPECIES,London06October2023,4
599,1731820,Lepidoptera,Eriocraniidae,Eriocrania,Eriocrania sangii,"Wood, 1891",Eriocrania sangii,Eriocrania sangii,99,ACCEPTED,EXACT,SPECIES,London06October2023,48
600,1731826,Lepidoptera,Eriocraniidae,Eriocrania,Eriocrania semipurpurella,"Stephens, 1835",Eriocrania semipurpurella,Eriocrania semipurpurella,99,ACCEPTED,EXACT,SPECIES,London06October2023,163
601,1731858,Lepidoptera,Eriocraniidae,Heringocrania,Eriocrania unimaculella,"Zetterstedt, 1839",Eriocrania unimaculella,Heringocrania unimaculella,99,SYNONYM,EXACT,SPECIES,London06October2023,31
602,4522964,Lepidoptera,Eriocraniidae,Paracrania,Paracrania chrysolepidella,"Zeller, 1851",Paracrania chrysolepidella,Paracrania chrysolepidella,99,ACCEPTED,EXACT,SPECIES,London06October2023,22
603,1845270,Lepidoptera,Ethmiidae,Ethmia,Ethmia bipunctella,"Fabricius, 1775",Ethmia bipunctella,Ethmia bipunctella,99,ACCEPTED,EXACT,SPECIES,London06October2023,1416
604,1845565,Lepidoptera,Ethmiidae,Ethmia,Ethmia dodecea,"Haworth, 1828",Ethmia dodecea,Ethmia dodecea,99,ACCEPTED,EXACT,SPECIES,London06October2023,35
605,1845607,Lepidoptera,Ethmiidae,Ethmia,Ethmia pusiella,"Linnaeus, 1758",Ethmia pusiella,Ethmia pusiella,99,ACCEPTED,EXACT,SPECIES,London06October2023,289
606,1845489,Lepidoptera,Ethmiidae,Ethmia,Ethmia pyrausta,"Pallas, 1771",Ethmia pyrausta,Ethmia pyrausta,98,ACCEPTED,EXACT,SPECIES,London06October2023,26
607,4529566,Lepidoptera,Ethmiidae,Ethmia,Ethmia quadrillella,"Goeze, 1783",Ethmia quadrillella,Ethmia quadrillella,99,ACCEPTED,EXACT,SPECIES,London06October2023,297
608,1845368,Lepidoptera,Ethmiidae,Ethmia,Ethmia terminella,"Fletcher, 1938",Ethmia terminella,Ethmia terminella,99,ACCEPTED,EXACT,SPECIES,London06October2023,143
609,1852177,Lepidoptera,Gelechiidae,Acompsia,Acompsia cinerella,"Clerck, 1759",Acompsia cinerella,Acompsia cinerella,99,ACCEPTED,EXACT,SPECIES,London06October2023,559
610,4528563,Lepidoptera,Gelechiidae,Acompsia,Acompsia schmidtiellus,"Heyden, 1848",Acompsia schmidtiellus,Acompsia schmidtiellus,99,ACCEPTED,EXACT,SPECIES,London06October2023,15
611,4527972,Lepidoptera,Gelechiidae,Altenia,Altenia scriptella,"Hübner, 1796",Altenia scriptella,Altenia scriptella,99,ACCEPTED,EXACT,SPECIES,London06October2023,53
612,1848356,Lepidoptera,Gelechiidae,Anacampsis,Anacampsis blattariella,"Hübner, 1796",Anacampsis blattariella,Anacampsis blattariella,99,ACCEPTED,EXACT,SPECIES,London06October2023,557
613,1848273,Lepidoptera,Gelechiidae,Anacampsis,Anacampsis populella,"Clerck, 1759",Anacampsis populella,Anacampsis populella,99,ACCEPTED,EXACT,SPECIES,London06October2023,198
614,1848314,Lepidoptera,Gelechiidae,Anacampsis,Anacampsis temerella,"Lienig & Zeller, 1846",Anacampsis temerella,Anacampsis temerella,99,ACCEPTED,EXACT,SPECIES,London06October2023,15
615,9262981,Lepidoptera,Gelechiidae,Anarsia,Anarsia innoxiella,"Gregersen & Karsholt, 2017",Anarsia innoxiella,Anarsia innoxiella,99,ACCEPTED,EXACT,SPECIES,London06October2023,37
616,1847640,Lepidoptera,Gelechiidae,Anarsia,Anarsia lineatella,"Zeller, 1839",Anarsia lineatella,Anarsia lineatella,99,ACCEPTED,EXACT,SPECIES,London06October2023,18
617,1847610,Lepidoptera,Gelechiidae,Anarsia,Anarsia spartiella,"Schrank, 1802",Anarsia spartiella,Anarsia spartiella,99,ACCEPTED,EXACT,SPECIES,London06October2023,12
618,1849104,Lepidoptera,Gelechiidae,Apodia,Apodia bifractella,"Duponchel, 1843",Apodia bifractella,Apodia bifractella,99,ACCEPTED,EXACT,SPECIES,London06October2023,35
619,10277048,Lepidoptera,Gelechiidae,Aproaerema,Aproaerema albifrontella,"Heinemann, 1870",Aproaerema albifrontella,Aproaerema albifrontella,99,ACCEPTED,EXACT,SPECIES,London06October2023,0
620,11057586,Lepidoptera,Gelechiidae,Aproaerema,Aproaerema albipalpella,"Herrich-Schäffer, 1854",Aproaerema albipalpella,Aproaerema albipalpella,99,ACCEPTED,EXACT,SPECIES,London06October2023,3
621,1848219,Lepidoptera,Gelechiidae,Aproaerema,Aproaerema anthyllidella,"Hübner, 1813",Aproaerema anthyllidella,Aproaerema anthyllidella,99,ACCEPTED,EXACT,SPECIES,London06October2023,183
622,10450501,Lepidoptera,Gelechiidae,Aproaerema,Aproaerema cinctella,"Clerck, 1759",Aproaerema cinctella,Aproaerema cinctella,99,ACCEPTED,EXACT,SPECIES,London06October2023,160
623,9882511,Lepidoptera,Gelechiidae,Aproaerema,Aproaerema larseniella,"Gozmány, 1957",Aproaerema larseniella,Aproaerema larseniella,99,ACCEPTED,EXACT,SPECIES,London06October2023,8
624,9868978,Lepidoptera,Gelechiidae,Aproaerema,Aproaerema polychromella,"Rebel, 1902",Aproaerema polychromella,Aproaerema polychromella,99,ACCEPTED,EXACT,SPECIES,London06October2023,15
625,10068586,Lepidoptera,Gelechiidae,Aproaerema,Aproaerema sangiella,"Stainton, 1863",Aproaerema sangiella,Aproaerema sangiella,99,ACCEPTED,EXACT,SPECIES,London06October2023,1
626,9962028,Lepidoptera,Gelechiidae,Aproaerema,Aproaerema suecicella,"Wolff, 1958",Aproaerema suecicella,Aproaerema suecicella,99,ACCEPTED,EXACT,SPECIES,London06October2023,5
627,10205651,Lepidoptera,Gelechiidae,Aproaerema,Aproaerema taeniolella,"Zeller, 1839",Aproaerema taeniolella,Aproaerema taeniolella,99,ACCEPTED,EXACT,SPECIES,London06October2023,24
628,8759556,Lepidoptera,Gelechiidae,Aproaerema,Aproaerema vinella,"Bankes, 1898",Aproaerema vinella,Aproaerema vinella,99,ACCEPTED,EXACT,SPECIES,London06October2023,0
629,1850522,Lepidoptera,Gelechiidae,Argolamprotes,Argolamprotes micella,"Denis & Schiffermüller, 1775",Argolamprotes micella,Argolamprotes micella,99,ACCEPTED,EXACT,SPECIES,London06October2023,385
630,5122113,Lepidoptera,Gelechiidae,Aristotelia,Aristotelia brizella,"Treitschke, 1833",Aristotelia brizella,Aristotelia brizella,99,ACCEPTED,EXACT,SPECIES,London06October2023,53
631,5122037,Lepidoptera,Gelechiidae,Aristotelia,Aristotelia ericinella,"Zeller, 1839",Aristotelia ericinella,Aristotelia ericinella,99,ACCEPTED,EXACT,SPECIES,London06October2023,104
632,5122109,Lepidoptera,Gelechiidae,Aristotelia,Aristotelia subdecurtella,"Stainton, 1858",Aristotelia subdecurtella,Aristotelia subdecurtella,99,ACCEPTED,EXACT,SPECIES,London06October2023,6
633,1851220,Lepidoptera,Gelechiidae,Aroga,Aroga velocella,"Zeller, 1839",Aroga velocella,Aroga velocella,98,ACCEPTED,EXACT,SPECIES,London06October2023,120
634,5122206,Lepidoptera,Gelechiidae,Athrips,Athrips mouffetella,"Linnaeus, 1758",Athrips mouffetella,Athrips mouffetella,99,ACCEPTED,EXACT,SPECIES,London06October2023,339
635,5122232,Lepidoptera,Gelechiidae,Athrips,Athrips rancidella,"Herrich-Schäffer, 1854",Athrips rancidella,Athrips rancidella,99,ACCEPTED,EXACT,SPECIES,London06October2023,4
636,5122190,Lepidoptera,Gelechiidae,Athrips,Athrips tetrapunctella,"Thunberg, 1794",Athrips tetrapunctella,Athrips tetrapunctella,99,ACCEPTED,EXACT,SPECIES,London06October2023,28
637,4528539,Lepidoptera,Gelechiidae,Brachmia,Brachmia blandella,"Fabricius, 1798",Brachmia blandella,Brachmia blandella,99,ACCEPTED,EXACT,SPECIES,London06October2023,125
638,1848426,Lepidoptera,Gelechiidae,Brachmia,Brachmia inornatella,"Douglas, 1850",Brachmia inornatella,Brachmia inornatella,99,ACCEPTED,EXACT,SPECIES,London06October2023,24
639,1848714,Lepidoptera,Gelechiidae,Bryotropha,Bryotropha affinis,"Haworth, 1828",Bryotropha affinis,Bryotropha affinis,99,ACCEPTED,EXACT,SPECIES,London06October2023,230
640,1848717,Lepidoptera,Gelechiidae,Bryotropha,Bryotropha basaltinella,"Zeller, 1839",Bryotropha basaltinella,Bryotropha basaltinella,99,ACCEPTED,EXACT,SPECIES,London06October2023,28
641,1848707,Lepidoptera,Gelechiidae,Bryotropha,Bryotropha boreella,"Douglas, 1851",Bryotropha boreella,Bryotropha boreella,99,ACCEPTED,EXACT,SPECIES,London06October2023,1
642,1848686,Lepidoptera,Gelechiidae,Bryotropha,Bryotropha desertella,"Douglas, 1850",Bryotropha desertella,Bryotropha desertella,99,ACCEPTED,EXACT,SPECIES,London06October2023,41
643,1848741,Lepidoptera,Gelechiidae,Bryotropha,Bryotropha domestica,"Haworth, 1828",Bryotropha domestica,Bryotropha domestica,99,ACCEPTED,EXACT,SPECIES,London06October2023,70
644,1848747,Lepidoptera,Gelechiidae,Bryotropha,Bryotropha dryadella,"Zeller, 1850",Bryotropha dryadella,Bryotropha dryadella,99,ACCEPTED,EXACT,SPECIES,London06October2023,1
645,1848696,Lepidoptera,Gelechiidae,Bryotropha,Bryotropha figulella,"Staudinger, 1859",Bryotropha figulella,Bryotropha figulella,99,ACCEPTED,EXACT,SPECIES,London06October2023,0
646,1848753,Lepidoptera,Gelechiidae,Bryotropha,Bryotropha galbanella,"Zeller, 1839",Bryotropha galbanella,Bryotropha galbanella,99,ACCEPTED,EXACT,SPECIES,London06October2023,72
647,1848715,Lepidoptera,Gelechiidae,Bryotropha,Bryotropha politella,"Stainton, 1851",Bryotropha politella,Bryotropha politella,99,ACCEPTED,EXACT,SPECIES,London06October2023,0
648,1848713,Lepidoptera,Gelechiidae,Bryotropha,Bryotropha senectella,"Zeller, 1839",Bryotropha senectella,Bryotropha senectella,99,ACCEPTED,EXACT,SPECIES,London06October2023,203
649,1848730,Lepidoptera,Gelechiidae,Bryotropha,Bryotropha similis,"Stainton, 1854",Bryotropha similis,Bryotropha similis,99,ACCEPTED,EXACT,SPECIES,London06October2023,121
650,1848690,Lepidoptera,Gelechiidae,Bryotropha,Bryotropha terrella,"Denis & Schiffermüller, 1775",Bryotropha terrella,Bryotropha terrella,99,ACCEPTED,EXACT,SPECIES,London06October2023,668
651,1848699,Lepidoptera,Gelechiidae,Bryotropha,Bryotropha umbrosella,"Zeller, 1839",Bryotropha umbrosella,Bryotropha umbrosella,99,ACCEPTED,EXACT,SPECIES,London06October2023,20
652,1849284,Lepidoptera,Gelechiidae,Carpatolechia,Carpatolechia alburnella,"Zeller, 1839",Carpatolechia alburnella,Carpatolechia alburnella,99,ACCEPTED,EXACT,SPECIES,London06October2023,118
653,1849273,Lepidoptera,Gelechiidae,Carpatolechia,Carpatolechia decorella,"Haworth, 1812",Carpatolechia decorella,Carpatolechia decorella,99,ACCEPTED,EXACT,SPECIES,London06October2023,104
654,1849294,Lepidoptera,Gelechiidae,Carpatolechia,Carpatolechia fugitivella,"Zeller, 1839",Carpatolechia fugitivella,Carpatolechia fugitivella,99,ACCEPTED,EXACT,SPECIES,London06October2023,102
655,1849274,Lepidoptera,Gelechiidae,Carpatolechia,Carpatolechia notatella,"Hübner, 1813",Carpatolechia notatella,Carpatolechia notatella,99,ACCEPTED,EXACT,SPECIES,London06October2023,7
656,1849267,Lepidoptera,Gelechiidae,Carpatolechia,Carpatolechia proximella,"Hübner, 1796",Carpatolechia proximella,Carpatolechia proximella,99,ACCEPTED,EXACT,SPECIES,London06October2023,303
657,1850110,Lepidoptera,Gelechiidae,Caryocolum,Caryocolum alsinella,"Zeller, 1868",Caryocolum alsinella,Caryocolum alsinella,99,ACCEPTED,EXACT,SPECIES,London06October2023,34
658,1850108,Lepidoptera,Gelechiidae,Caryocolum,Caryocolum blandella,"Douglas, 1852",Caryocolum blandella,Caryocolum blandella,99,ACCEPTED,EXACT,SPECIES,London06October2023,40
659,1850094,Lepidoptera,Gelechiidae,Caryocolum,Caryocolum blandelloides,"Karsholt, 1981",Caryocolum blandelloides,Caryocolum blandelloides,99,ACCEPTED,EXACT,SPECIES,London06October2023,21
660,1850085,Lepidoptera,Gelechiidae,Caryocolum,Caryocolum blandulella,"Tutt, 1887",Caryocolum blandulella,Caryocolum blandulella,99,ACCEPTED,EXACT,SPECIES,London06October2023,10
661,1850106,Lepidoptera,Gelechiidae,Caryocolum,Caryocolum fraternella,"Douglas, 1851",Caryocolum fraternella,Caryocolum fraternella,99,ACCEPTED,EXACT,SPECIES,London06October2023,232
662,11154519,Lepidoptera,Gelechiidae,Caryocolum,Caryocolum gerronella,,Caryocolum gerronella,Caryocolum gerronella,99,ACCEPTED,EXACT,SPECIES,London06October2023,0
663,1850041,Lepidoptera,Gelechiidae,Caryocolum,Caryocolum huebneri,"Haworth, 1828",Caryocolum huebneri,Caryocolum huebneri,99,ACCEPTED,EXACT,SPECIES,London06October2023,1
664,1850029,Lepidoptera,Gelechiidae,Caryocolum,Caryocolum junctella,"Douglas, 1851",Caryocolum junctella,Caryocolum junctella,99,ACCEPTED,EXACT,SPECIES,London06October2023,29
665,1850087,Lepidoptera,Gelechiidae,Caryocolum,Caryocolum kroesmanniella,"Herrich-Schäffer, 1854",Caryocolum kroesmanniella,Caryocolum kroesmanniella,99,ACCEPTED,EXACT,SPECIES,London06October2023,4
666,1850077,Lepidoptera,Gelechiidae,Caryocolum,Caryocolum marmorea,"Haworth, 1828",Caryocolum marmorea,Caryocolum marmorea,99,ACCEPTED,EXACT,SPECIES,London06October2023,40
667,1850073,Lepidoptera,Gelechiidae,Caryocolum,Caryocolum proxima,"Haworth, 1828",Caryocolum proxima,Caryocolum proxima,99,ACCEPTED,EXACT,SPECIES,London06October2023,1
668,1850127,Lepidoptera,Gelechiidae,Caryocolum,Caryocolum tricolorella,"Haworth, 1812",Caryocolum tricolorella,Caryocolum tricolorella,99,ACCEPTED,EXACT,SPECIES,London06October2023,10
669,1850076,Lepidoptera,Gelechiidae,Caryocolum,Caryocolum vicinella,"Douglas, 1851",Caryocolum vicinella,Caryocolum vicinella,99,ACCEPTED,EXACT,SPECIES,London06October2023,104
670,1850047,Lepidoptera,Gelechiidae,Caryocolum,Caryocolum viscariella,"Stainton, 1855",Caryocolum viscariella,Caryocolum viscariella,99,ACCEPTED,EXACT,SPECIES,London06October2023,18
671,1850998,Lepidoptera,Gelechiidae,Chionodes,Chionodes distinctella,"Zeller, 1839",Chionodes distinctella,Chionodes distinctella,99,ACCEPTED,EXACT,SPECIES,London06October2023,37
