accepted_taxon_key,order_name,family_name,genus_name,species_name_provided,authority_name_provided,search_species_name,gbif_species_name,confidence,status,match_type,rank,source,n_imgs
1869803,Lepidoptera,Pyralidae,Hypochalcia,Hypochalcia ahenella,"Denis & Schiffermüller, 1775",Hypochalcia ahenella,Hypochalcia ahenella,99,ACCEPTED,EXACT,SPECIES,London06October2023,0
1873594,Lepidoptera,Pyralidae,Hypsipyla,Hypsipyla grandella,"Zeller, 1848",Hypsipyla grandella,Hypsipyla grandella,99,ACCEPTED,EXACT,SPECIES,London06October2023,0
1871407,Lepidoptera,Pyralidae,Hypsopygia,Hypsopygia costalis,"Fabricius, 1775",Hypsopygia costalis,Hypsopygia costalis,99,ACCEPTED,EXACT,SPECIES,London06October2023,0
4531402,Lepidoptera,Pyralidae,Hypsopygia,Hypsopygia glaucinalis,"Linnaeus, 1758",Hypsopygia glaucinalis,Hypsopygia glaucinalis,99,ACCEPTED,EXACT,SPECIES,London06October2023,0
1873215,Lepidoptera,Pyralidae,Lamoria,Lamoria anella,"Denis & Schiffermüller, 1775",Lamoria anella,Lamoria anella,99,ACCEPTED,EXACT,SPECIES,London06October2023,0
1870249,Lepidoptera,Pyralidae,Aphomia,Lamoria zelleri,"Joannis, 1932",Lamoria zelleri,Aphomia zelleri,99,SYNONYM,EXACT,SPECIES,London06October2023,0
1871698,Lepidoptera,Pyralidae,Pyla,Matilella fusca,"Haworth, 1811",Matilella fusca,Pyla fusca,99,SYNONYM,EXACT,SPECIES,London06October2023,0
1873253,Lepidoptera,Pyralidae,Mussidia,Mussidia nigrivenella,"Ragonot, 1888",Mussidia nigrivenella,Mussidia nigrivenella,99,ACCEPTED,EXACT,SPECIES,London06October2023,0
1876329,Lepidoptera,Pyralidae,Myelois,Myelois circumvoluta,"Fourcroy, 1785",Myelois circumvoluta,Myelois circumvoluta,98,ACCEPTED,EXACT,SPECIES,London06October2023,0
1873411,Lepidoptera,Pyralidae,Nephopterix,Nephopterix angustella,"Hübner, 1796",Nephopterix angustella,Nephopterix angustella,99,ACCEPTED,EXACT,SPECIES,London06October2023,0
1875827,Lepidoptera,Pyralidae,Nyctegretis,Nyctegretis lineana,"Scopoli, 1786",Nyctegretis lineana,Nyctegretis lineana,99,ACCEPTED,EXACT,SPECIES,London06October2023,0
1875120,Lepidoptera,Pyralidae,Oncocera,Oncocera semirubella,"Scopoli, 1763",Oncocera semirubella,Oncocera semirubella,99,ACCEPTED,EXACT,SPECIES,London06October2023,0
4531242,Lepidoptera,Pyralidae,Ortholepis,Ortholepis betulae,"Goeze, 1778",Ortholepis betulae,Ortholepis betulae,99,ACCEPTED,EXACT,SPECIES,London06October2023,0
1877032,Lepidoptera,Pyralidae,Paralipsa,Paralipsa gularis,"Zeller, 1877",Paralipsa gularis,Paralipsa gularis,99,ACCEPTED,EXACT,SPECIES,London06October2023,0
4531282,Lepidoptera,Pyralidae,Pempelia,Pempelia genistella,"Duponchel, 1836",Pempelia genistella,Pempelia genistella,99,ACCEPTED,EXACT,SPECIES,London06October2023,0
4531284,Lepidoptera,Pyralidae,Pempelia,Pempelia palumbella,"Denis & Schiffermüller, 1775",Pempelia palumbella,Pempelia palumbella,99,ACCEPTED,EXACT,SPECIES,London06October2023,0
1875682,Lepidoptera,Pyralidae,Pempelia,Pempeliella ornatella,"Denis & Schiffermüller, 1775",Pempeliella ornatella,Pempelia ornatella,99,SYNONYM,EXACT,SPECIES,London06October2023,0
1875008,Lepidoptera,Pyralidae,Phycita,Phycita roborella,"Denis & Schiffermüller, 1775",Phycita roborella,Phycita roborella,99,ACCEPTED,EXACT,SPECIES,London06October2023,0
1875918,Lepidoptera,Pyralidae,Phycitodes,Phycitodes binaevella,"Hübner, 1813",Phycitodes binaevella,Phycitodes binaevella,98,ACCEPTED,EXACT,SPECIES,London06October2023,0
1875952,Lepidoptera,Pyralidae,Phycitodes,Phycitodes maritima,"Tengström, 1848",Phycitodes maritima,Phycitodes maritima,99,ACCEPTED,EXACT,SPECIES,London06October2023,0
1875896,Lepidoptera,Pyralidae,Phycitodes,Phycitodes saxicola,"Vaughan, 1870",Phycitodes saxicola,Phycitodes saxicola,99,ACCEPTED,EXACT,SPECIES,London06October2023,0
